"stil","vrsta"
"47.6075","Bags"
"47.6076","Bags"
"47.6077","Bags"
"47.6079","Bags"
"47.6088","Bags"
"47.6089","Bags"
"47.6500","Bags"
"47.6503","Bags"
"47.6505","Bags"
"47.6510","Bags"
"47.6694","Bags"
"47.6695","Bags, Sports"
"47.7530","Bags"
"47.7554","Bags"
"47.7556","Bags"
"47.7777","Bags"
"47.7781","Bags"
"47.7785","Bags"
"47.7790","Bags"
"47.8011","Bags, Sports"
"47.8012","Bags, Sports"
"47.8013","Bags, Sports"
"47.8018","Bags"
"47.8025","Bags"
"47.8029","Bags"
"47.8800","Bags"
"47.8804","Bags, Sports"
"47.9117","Bags"
"47.9123","Bags"
"47.9787","Bags"
"47.9793","Bags"
"47.9797","Bags"
"47.9798","Bags"
"47.9799","Bags"
"47.9997","Bags"
"47.9998","Bags"
"48.1000","Baby"
"48.1001","Frottier"
"48.1002","Frottier"
"48.1003","Frottier"
"48.1004","Frottier"
"48.1005","Frottier"
"48.1006","Frottier"
"48.1007","Baby, Frottier"
"48.1008","Baby, Frottier"
"48.1009","Baby, Frottier"
"48.1011","Frottier"
"48.1012","Frottier"
"48.1013","Frottier"
"48.1014","Frottier"
"48.1015","Frottier"
"48.1016","Frottier"
"48.1017","Frottier"
"48.1018","Frottier"
"48.1019","Frottier"
"48.1020","Frottier"
"48.1021","Frottier"
"48.1022","Frottier"
"48.1023","Frottier"
"48.1025","Frottier"
"48.1026","Frottier, Shoes"
"48.1027","Frottier"
"48.1031","Frottier"
"48.1034","Frottier"
"48.1035","Frottier"
"48.1036","Frottier"
"48.1037","Frottier"
"48.1038","Frottier"
"48.1039","Frottier"
"48.1040","Frottier"
"48.1041","Frottier"
"48.1043","Frottier"
"48.1044","Frottier"
"48.1045","Frottier"
"48.1046","Frottier"
"48.1047","Frottier"
"48.1048","Workwear & Safety"
"48.1050","Accessories"
"48.1051","Accessories"
"48.1052","Workwear & Safety"
"48.1053","Workwear & Safety"
"48.1056","Frottier"
"48.1057","Bags, Frottier"
"48.1058","Frottier"
"48.1059","Frottier"
"48.1061","NULL"
"48.1065","NULL"
"48.1067","NULL"
"48.1080","Frottier"
"48.1081","Frottier"
"48.1082","Frottier"
"48.1083","Frottier"
"48.1084","Frottier"
"48.1085","Frottier"
"48.ZF01","Sales Support"
"49.4894","Frottier"
"49.4896","Frottier"
"49.4898","Frottier"
"49.4899","Frottier"
"49.4900","Frottier"
"49.4951","Frottier"
"49.6062","Frottier"
"49.6063","Frottier"
"49.6064","Frottier"
"49.6065","Frottier"
"49.6066","Frottier"
"49.6067","Frottier"
"49.7049","Frottier"
"49.8084","Frottier"
"49.8085","Frottier"
"49.8096","Frottier"
"49.8098","Frottier"
"50.0101","Bags"
"50.0103","Bags"
"50.0104","Bags"
"50.0107","Bags"
"50.0108","Bags"
"50.0110","Bags"
"50.0115","Bags"
"50.0118","Bags"
"50.0121","Bags"
"50.0125","Bags"
"50.0150","Bags"
"50.0180","Bags"
"50.0201","Bags"
"50.0210","Bags"
"50.0216","Bags"
"50.0225","Bags"
"50.0260","Bags"
"50.0261","Bags"
"50.0281","Bags"
"50.0285","Bags"
"50.0350","Accessories"
"50.0355","Accessories"
"50.0407","Bags"
"50.0408","Bags"
"50.0412","Bags"
"50.0413","Bags"
"50.0415","Bags"
"50.0422","Bags"
"50.0427","Bags"
"50.0447","Bags"
"50.0450","Bags"
"50.0530","Bags"
"50.0540","Bags"
"50.0544","Bags"
"50.0574","Bags"
"50.0608","Bags"
"50.0610","Bags"
"50.0620","Bags"
"50.0623","Bags"
"50.0626","Bags"
"50.0671","Bags"
"50.0680","Bags"
"50.0690","Bags"
"50.0701","Accessories"
"50.0710","Accessories"
"50.0801","Bags"
"50.0810","Bags"
"50.0816","Bags"
"50.0820","Bags"
"50.0821","Bags"
"50.0825","Bags"
"50.0850","Bags"
"50.0855","Bags"
"50.0880","Bags"
"50.0881","Bags"
"50.101C","Bags"
"50.101S","Bags"
"51.D012","Bags"
"51.D031","Bags"
"51.D460","Bags"
"51.D550","Bags"
"51.D552","Bags"
"51.D610","Bags"
"51.D612","Bags"
"51.D613","Bags, Sports"
"51.D615","Bags"
"51.D875","Bags"
"51.D886","Bags"
"51.D925","Bags"
"51.S070","Bags, Sports"
"51.S077","Bags, Sports"
"51.X310","Bags"
"51.X520","Bags"
"51.X550","Bags"
"52.0005","Bags"
"52.0007","Bags"
"52.0010","Bags"
"52.0021","Bags"
"52.0023","Bags"
"52.0030","Bags"
"52.0040","Bags"
"52.0042","Bags"
"52.0110","Bags"
"52.0118","Bags"
"52.0125","Bags"
"52.0140","Bags"
"52.0150","Bags, Sports"
"52.0151","Bags"
"52.0153","Bags"
"52.0198","Bags"
"52.0283","Bags"
"52.0287","Bags"
"52.0288","Bags"
"52.0290","Bags"
"52.0330","Bags"
"52.0332","Bags"
"52.0335","Bags"
"52.0337","Bags"
"52.0338","Bags, Sports"
"52.0544","Bags, Sports"
"52.0545","Bags"
"52.0613","Bags"
"52.0620","Bags"
"52.0628","Bags"
"52.0641","Bags"
"52.0673","Bags"
"52.0721","Bags"
"52.0723","Bags"
"52.0724","Bags"
"52.0726","Bags"
"52.0728","Bags"
"52.0730","Bags"
"52.0745","Accessories, Bags"
"52.0746","Accessories, Bags"
"52.0747","Bags"
"52.0749","Bags"
"52.0750","Bags"
"52.0751","Bags"
"52.0755","Bags"
"52.0756","Bags"
"52.0758","Bags"
"52.0759","Bags"
"52.0760","Bags"
"52.0763","Bags"
"52.0764","Bags"
"52.0765","Bags"
"52.0768","Bags"
"52.0769","Bags"
"52.0841","Accessories, Bags, Caps"
"52.0850","Bags"
"52.0855","Bags"
"52.118S","Bags"
"53.0010","Caps"
"53.0015","Caps"
"53.0020","Caps"
"53.0025","Caps"
"53.0034","Caps"
"53.0041","Caps"
"53.0044","Headwear"
"53.0045","Headwear"
"53.0046","Headwear"
"53.0050","Headwear"
"53.0054","Caps"
"53.0058","Caps"
"53.0059","Caps"
"53.0060","Caps"
"53.0065","Caps"
"53.0070","Caps"
"53.010B","Caps"
"53.015C","Caps"
"53.0171","Caps, Sports"
"53.0285","Accessories, Face masks, Fleece, Headwear"
"53.0310","Accessories, Sports"
"53.0320","Accessories, Face masks, Headwear, Sports"
"53.0361","Headwear"
"53.0368","Headwear"
"53.0370","Headwear"
"53.0380","Headwear"
"53.0382","Headwear"
"53.0386","Headwear"
"53.0387","Accessories"
"53.040R","Headwear"
"53.0425","Headwear"
"53.0426","Headwear"
"53.0437","Headwear"
"53.0439","Headwear"
"53.0440","Headwear"
"53.0443","Headwear"
"53.0445","Headwear"
"53.0446","Headwear"
"53.0447","Headwear"
"53.0450","Headwear"
"53.0456","Headwear"
"53.045N","Headwear"
"53.0460","Headwear"
"53.0461","Headwear"
"53.0491","Accessories"
"53.0500","Accessories"
"53.0558","Caps, Sports"
"53.0600","Accessories, Bags, Caps"
"53.0610","Caps"
"53.0638","Caps"
"53.0640","Caps"
"53.0645","Caps"
"53.064N","Caps"
"53.0653","Caps"
"53.0655","Caps"
"53.0659","Caps, Sports"
"53.0660","Caps"
"53.0900","Accessories, Face masks, Headwear, Sports"
"53.0901","Accessories, Face masks, Headwear, Sports"
"53.0904","Accessories, Face masks, Headwear, Sports"
"53.0905","Accessories, Face masks, Headwear, Sports"
"53.0915","Accessories, Face masks, Headwear, Sports"
"53.0916","Accessories, Face masks, Headwear, Sports"
"53.0920","Accessories, Face masks, Headwear, Sports"
"53.0930","Accessories, Face masks, Headwear, Sports"
"53.0950","Accessories, Face masks, Headwear, Sports"
"53.320B","Accessories, Face masks, Headwear, Sports"
"53.442R","Headwear"
"53.610C","Caps"
"53.640B","Caps"
"53.645B","Caps"
"53.652N","Caps"
"53.900B","Accessories, Face masks, Headwear, Sports"
"55.003C","Headwear"
"55.0110","Caps"
"55.0180","Caps"
"55.03BD","Headwear"
"55.03BP","Headwear"
"55.03FB","Headwear"
"55.03OE","Headwear"
"55.05FC","Caps"
"55.05FF","Caps"
"55.05FW","Caps"
"55.06CF","Caps"
"55.06KR","Caps"
"55.06MC","Caps"
"55.10OC","Caps"
"55.10RS","Caps"
"55.110P","Caps"
"55.1500","Headwear"
"55.1501","Headwear"
"55.45DC","Caps"
"55.5003","Headwear"
"55.5789","Caps"
"55.6006","Caps"
"55.6007","Caps"
"55.6089","Caps"
"55.6100","Caps"
"55.6196","Caps"
"55.6210","Caps"
"55.6245","Caps"
"55.6277","Caps"
"55.6377","Caps"
"55.6506","Caps"
"55.6511","Caps"
"55.6533","Caps"
"55.6560","Caps"
"55.6584","Caps"
"55.6606","Caps"
"55.6778","Caps"
"55.7005","Caps"
"55.7706","Caps"
"55.7707","Caps"
"55.77FM","Caps"
"55.77FV","Caps"
"55.77KR","Caps"
"55.77MC","Caps"
"55.77OC","Caps"
"55.77RP","Caps"
"55.89CO","Caps"
"55.89OC","Caps"
"55.89PS","Caps"
"60.3000","Accessories, Traditional Costumes, trousers/skirts/dresses"
"60.3001","Traditional Costumes, trousers/skirts/dresses"
"60.3101","Traditional Costumes, trousers/skirts/dresses"
"60.3203","Traditional Costumes, trousers/skirts/dresses"
"60.3207","Traditional Costumes, trousers/skirts/dresses"
"70.0001","T-Shirts"
"70.0002","T-Shirts"
"70.0006","T-Shirts"
"70.0068","T-Shirts"
"70.0073","Sweats"
"70.0091","T-Shirts"
"70.0092","T-Shirts"
"70.0096","T-Shirts"
"70.0099","trousers/skirts/dresses, T-Shirts"
"70.0128","Sweats"
"70.0130","T-Shirts"
"70.0133","T-Shirts"
"70.0140","Sweats"
"70.0147","T-Shirts"
"70.0193","T-Shirts"
"70.0194","Sweats"
"70.0195","Bags"
"70.0196","Bags"
"70.0198","T-Shirts"
"70.109S","T-Shirts"
"70.110S","T-Shirts"
"71.0002","Baby"
"71.0005","Baby"
"71.0010","Baby"
"71.0011","Baby"
"71.0012","Baby"
"71.0013","Baby"
"71.0015","Baby"
"71.0019","Baby"
"71.0023","Accessories, Baby"
"71.0024","Baby"
"71.0025","Baby"
"71.0030","Baby"
"71.0031","Baby"
"71.0032","Baby"
"71.0033","Baby"
"71.0046","Baby"
"71.0047","Baby"
"71.0049","Baby"
"71.0051","Baby"
"71.0053","Baby"
"71.0056","Baby"
"71.0059","Baby"
"71.0060","Baby"
"71.0062","Baby"
"71.0063","Baby"
"71.0067","Baby"
"75.0101","T-Shirts"
"75.0102","T-Shirts"
"75.0201","T-Shirts"
"75.0202","T-Shirts"
"75.0502","Polos"
"75.0602","Polos"
"76.0KXL","Workwear & Safety"
"76.BTIE","Accessories, Business, Shirts, Workwear & Safety"
"76.KASH","Headwear, Workwear & Safety"
"76.KT10","Workwear & Safety"
"76.KW01","Jackets, Workwear & Safety"
"76.KW02","Jackets, Workwear & Safety"
"76.KWWB","Accessories, Jackets, Workwear & Safety"
"76.KXFJ","Fleece, Jackets, Workwear & Safety"
"76.KXFW","Jackets, Workwear & Safety"
"76.KXHK","Accessories, Business, Shirts, Workwear & Safety"
"76.KXMF","Jackets, Workwear & Safety"
"76.KXPJ","Jackets, Workwear & Safety"
"76.KXQ1","Jackets, Workwear & Safety"
"76.KXQ2","Jackets, Workwear & Safety"
"76.KXRJ","Jackets, Workwear & Safety"
"76.KXVR","Jackets, Workwear & Safety"
"76.KXVW","Jackets, Workwear & Safety"
"76.MOTO","Jackets, Workwear & Safety"
"76.P100","Workwear & Safety"
"76.P101","Workwear & Safety"
"76.PONC","Jackets"
"76.R217","Jackets, Workwear & Safety"
"76.RH10","Accessories, Bags, Workwear & Safety"
"76.TABW","Jackets, Workwear & Safety"
"76.TIE5","Accessories, Business, Shirts, Workwear & Safety"
"76.TIE8","Accessories, Business, Shirts, Workwear & Safety"
"76.VIST","Jackets, Workwear & Safety"
"76.X111","Jackets, Workwear & Safety"
"76.X217","Jackets, Workwear & Safety"
"77.1301","Sweats"
"77.1331","Sweats"
"77.2080","Polos"
"77.2280","Polos"
"77.3001","T-Shirts"
"77.3301","Sweats"
"77.6001","T-Shirts"
"77.6002","T-Shirts"
"77.6012","T-Shirts"
"77.6101","T-Shirts"
"77.6150","T-Shirts"
"77.6301","Sweats"
"77.6311","Sweats"
"77.6331","Sweats"
"77.7301","Sweats"
"77.8001","T-Shirts"
"77.8012","T-Shirts"
"77.8101","T-Shirts"
"77.8104","T-Shirts"
"77.8150","T-Shirts"
"77.8311","Sweats"
"77.8331","Sweats"
"77.9003","Bags"
"77.9020","Bags"
"77.9030","Bags"
"77.9044","Bags"
"77.9355","Headwear"
"77.9356","Headwear"
"77.9390","Caps"
"77.T611","T-Shirts"
"77.T630","Sweats"
"77.T811","T-Shirts"
"77.T903","Bags"
"77.T914","Bags"
"77.ZF01","Sales Support"
"77.ZS01","Sales Support"
"77.ZS02","Sales Support"
"78.0604","Shirts"
"78.0605","Shirts"
"78.0613","Shirts"
"78.0614","Shirts"
"78.0619","Shirts"
"78.1000","Shirts"
"78.1001","Shirts"
"78.1182","Shirts"
"78.1936","Shirts"
"78.2936","Shirts"
"78.3000","Shirts"
"78.3001","Shirts"
"78.5198","Shirts"
"78.6521","Shirts"
"78.6936","Shirts"
"79.008F","Fleece, Workwear & Safety"
"79.016T","trousers/skirts/dresses, Workwear & Safety"
"79.J220","Polos, Workwear & Safety"
"79.J259","Jackets, Workwear & Safety"
"79.J400","T-Shirts, Workwear & Safety"
"79.J410","T-Shirts, Workwear & Safety"
"79.J510","Sweats, Workwear & Safety"
"79.P218","Jackets, Workwear & Safety"
"79.P302","Jackets, Workwear & Safety"
"79.P711","Jackets, Workwear & Safety"
"79.V005","Jackets, Workwear & Safety"
"79.V006","Jackets, Workwear & Safety"
"79.VK05","Sweats, Workwear & Safety"
"79.VK07","Sweats, Workwear & Safety"
"79.VK08","Fleece, Workwear & Safety"
"79.VK09","Jackets, Workwear & Safety"
"79.W100","Jackets, Workwear & Safety"
"79.W102","Jackets, Workwear & Safety"
"79.W120","Jackets, Workwear & Safety"
"79.W801","Jackets, Workwear & Safety"
"79.W820","Jackets, Workwear & Safety"
"80.0200","Bags"
"80.0201","Bags"
"80.1122","Packing material"
"80.1125","Packing material"
"80.1130","Packing material"
"80.1225","Packing material"
"80.1234","Packing material"
"80.1251","Packing material"
"80.1350","Packing material"
"80.1360","Packing material"
"80.1460","Packing material"
"80.1531","Packing material"
"80.1613","Packing material"
"90.22HK","Sales Support"
"90.22MW","Sales Support"
"90.23HK","NULL"
