"sku","europska_stevilka_artikla"
"79J259410zf","6933883221917"
"79J259d21zf","6933883221900"
"79J259450zf","6933883221894"
"79J259004zf","6933883221887"
"79J259575zf","6933883221870"
"79J259350zf","6933883221863"
"79J259048zf","6933883221856"
"79J259zx3zf","6933883221849"
"79J259003zf","6933883221832"
"79J259122zf","6933883221825"
"79J259076zf","6933883221818"
"79J259002zf","6933883221801"
"79VK0500213","6933883221788"
"79VK0500205","6933883221771"
"79VK0500204","6933883221764"
"79VK0500203","6933883221757"
"79VK0500202","6933883221740"
"79VK0500201","6933883221733"
"79VK0500313","6933883221719"
"79VK0500305","6933883221702"
"79VK0500304","6933883221696"
"79VK0500303","6933883221689"
"79VK0500302","6933883221672"
"79VK0500301","6933883221665"
"79J51000213","6933883221658"
"79J51000205","6933883221641"
"79J51000204","6933883221634"
"79J51000203","6933883221627"
"79J51000202","6933883221610"
"79J51000201","6933883221603"
"79J51000313","6933883221597"
"79J51000305","6933883221580"
"79J51000304","6933883221573"
"79J51000303","6933883221566"
"79J51000302","6933883221559"
"79J51000301","6933883221542"
"79J41000216","6933883221535"
"79J41000215","6933883221528"
"79J41000214","6933883221511"
"79J41000213","6933883221504"
"79J41000205","6933883221498"
"79J41000204","6933883221481"
"79J41000203","6933883221474"
"79J41000202","6933883221467"
"79J41000201","6933883221450"
"79J41000316","6933883221436"
"79J41000315","6933883221429"
"79J41000314","6933883221412"
"79J41000313","6933883221405"
"79J41000305","6933883221399"
"79J41000304","6933883221382"
"79J41000303","6933883221375"
"79J41000302","6933883221368"
"79J41000301","6933883221351"
"79VK0700213","6933883221146"
"79VK0700205","6933883221139"
"79VK0700204","6933883221122"
"79VK0700203","6933883221115"
"79VK0700202","6933883221108"
"79VK0700201","6933883221092"
"79VK0700313","6933883221078"
"79VK0700305","6933883221061"
"79VK0700304","6933883221054"
"79VK0700303","6933883221047"
"79VK0700302","6933883221030"
"79VK0700301","6933883221023"
"79W801zv916","6933883220965"
"79W801zw916","6933883220880"
"79W801zw915","6933883220873"
"79W801zw914","6933883220866"
"79W820zv913","6933883220859"
"79W820zv905","6933883220842"
"79W820zv904","6933883220835"
"79W820zv903","6933883220828"
"79W820zv902","6933883220811"
"79W820zv901","6933883220804"
"79W820zv813","6933883220798"
"79W820zv805","6933883220781"
"79W820zv804","6933883220774"
"79W820zv803","6933883220767"
"79W820zv802","6933883220750"
"79W820zv801","6933883220743"
"79W820zw913","6933883220736"
"79W820zw905","6933883220729"
"79W820zw904","6933883220712"
"79W820zw903","6933883220705"
"79W820zw902","6933883220699"
"79W820zw901","6933883220682"
"79W820zx713","6933883220675"
"79W820zx705","6933883220668"
"79W820zx704","6933883220651"
"79W820zx703","6933883220644"
"79W820zx702","6933883220637"
"79VK07zw701","6933883220620"
"79VK07zw413","6933883220613"
"79VK07zw405","6933883220606"
"79VK07zw404","6933883220590"
"79VK07zw403","6933883220583"
"79VK07zw402","6933883220576"
"79VK07zw401","6933883220569"
"79VK07zw713","6933883220552"
"79VK07zw705","6933883220545"
"79VK07zw704","6933883220538"
"79VK07zw703","6933883220521"
"79VK07zw702","6933883220514"
"79W801zv915","6933883220484"
"79W820zx701","6933883220163"
"79W820zw313","6933883220156"
"79W820zw305","6933883220149"
"79W820zw304","6933883220132"
"79W820zw303","6933883220125"
"79W820zw302","6933883220118"
"79W820zw301","6933883220101"
"79W820zw213","6933883220095"
"79W820zw205","6933883220088"
"79W820zw204","6933883220071"
"79W820zw203","6933883220064"
"79W820zw202","6933883220057"
"79W820zw201","6933883220040"
"79W80100113","6933883219747"
"79W80100105","6933883219730"
"79W80100104","6933883219723"
"79W80100103","6933883219716"
"79W80100102","6933883219709"
"79W80100101","6933883219693"
"79W80141013","6933883219686"
"79W80141005","6933883219679"
"79W80141004","6933883219662"
"79W80141003","6933883219655"
"79W80141002","6933883219648"
"79W80141001","6933883219631"
"79W801d2113","6933883219624"
"79W801d2105","6933883219617"
"79W801d2104","6933883219600"
"79W801d2103","6933883219594"
"79W801d2102","6933883219587"
"79W801d2101","6933883219570"
"79W80135013","6933883219563"
"79W80135005","6933883219556"
"79W80135004","6933883219549"
"79W80135003","6933883219532"
"79W80135002","6933883219525"
"79W80135001","6933883219518"
"79W801zx313","6933883219501"
"79W801zx305","6933883219495"
"79W801zx304","6933883219488"
"79W801zx303","6933883219471"
"79W801zx302","6933883219464"
"79W801zx301","6933883219457"
"79W801zx213","6933883219440"
"79W801zx205","6933883219433"
"79W801zx204","6933883219426"
"79W801zx203","6933883219419"
"79W801zx202","6933883219402"
"79W801zx201","6933883219396"
"79W80100313","6933883219389"
"79W80100305","6933883219372"
"79W80100304","6933883219365"
"79W80100303","6933883219358"
"79W80100302","6933883219341"
"79W80100301","6933883219334"
"79W80112213","6933883219327"
"79W80112205","6933883219310"
"79W80112204","6933883219303"
"79W80112203","6933883219297"
"79W80112202","6933883219280"
"79W80112201","6933883219273"
"79W100zv916","6933883218344"
"79W100zv816","6933883218337"
"79W801zv816","6933883218085"
"79W801zv815","6933883218078"
"79VK05zw413","6933883217989"
"79VK05zw405","6933883217972"
"79VK05zw404","6933883217965"
"79VK05zw403","6933883217958"
"79VK05zw402","6933883217941"
"79VK05zw401","6933883217934"
"79VK05zw713","6933883217927"
"79VK05zw705","6933883217910"
"79VK05zw704","6933883217903"
"79VK05zw703","6933883217897"
"79VK05zw702","6933883217880"
"79VK05zw701","6933883217873"
"79W820zw713","6933883217804"
"79W820zw705","6933883217798"
"79W820zw704","6933883217781"
"79W820zw703","6933883217774"
"79W820zw702","6933883217767"
"79W820zw701","6933883217750"
"79J259zv9zf","6933883217583"
"79J259zv8zf","6933883217576"
"79VK0900214","6933883217422"
"79VK0900213","6933883217415"
"79VK0900205","6933883217408"
"79VK0900204","6933883217392"
"79VK0900203","6933883217385"
"79VK0900202","6933883217378"
"79VK0900201","6933883217361"
"79016T00313","6933883216852"
"79016T00305","6933883216845"
"79016T00304","6933883216838"
"79016T00303","6933883216821"
"79016T00302","6933883216814"
"79016T00301","6933883216807"
"79016T00213","6933883216791"
"79016T00205","6933883216784"
"79016T00204","6933883216777"
"79016T00203","6933883216760"
"79016T00202","6933883216753"
"79016T00201","6933883216746"
"79016Tzv913","6933883216739"
"79016Tzv905","6933883216722"
"79016Tzv904","6933883216715"
"79016Tzv903","6933883216708"
"79016Tzv902","6933883216692"
"79016Tzv901","6933883216685"
"79016Tzv813","6933883216678"
"79016Tzv805","6933883216661"
"79016Tzv804","6933883216654"
"79016Tzv803","6933883216647"
"79016Tzv802","6933883216630"
"79016Tzv801","6933883216623"
"79J410zv916","6933883215787"
"79J410zv915","6933883215770"
"79J410zv914","6933883215763"
"79J410zv816","6933883215756"
"79J410zv815","6933883215749"
"79J410zv814","6933883215732"
"79J259001ze","6933883215183"
"79J259001zd","6933883215176"
"79J2590018e","6933883215169"
"79J259410ze","6933883215152"
"79J259410zd","6933883215145"
"79J2594108e","6933883215138"
"79J259d21ze","6933883215121"
"79J259d21zd","6933883215114"
"79J259d218e","6933883215107"
"79J259450ze","6933883215091"
"79J259450zd","6933883215084"
"79J2594508e","6933883215077"
"79J259004ze","6933883215060"
"79J259004zd","6933883215053"
"79J2590048e","6933883215046"
"79J259575ze","6933883215039"
"79J259575zd","6933883215022"
"79J2595758e","6933883215015"
"79J259350ze","6933883215008"
"79J259350zd","6933883214995"
"79J2593508e","6933883214988"
"79J259048ze","6933883214971"
"79J259048zd","6933883214964"
"79J2590488e","6933883214957"
"79J259zx3ze","6933883214940"
"79J259zx3zd","6933883214933"
"79J259zx38e","6933883214926"
"79J259003ze","6933883214919"
"79J259003zd","6933883214902"
"79J2590038e","6933883214896"
"79J259122ze","6933883214889"
"79J259122zd","6933883214872"
"79J2591228e","6933883214865"
"79J259zv8ze","6933883214858"
"79J259zv8zd","6933883214841"
"79J259zv88e","6933883214834"
"79J259zv9ze","6933883214827"
"79J259zv9zd","6933883214810"
"79J259zv98e","6933883214803"
"79J259076ze","6933883214797"
"79J259076zd","6933883214780"
"79J2590768e","6933883214773"
"79J259002ze","6933883214766"
"79J259002zd","6933883214759"
"79J2590028e","6933883214742"
"79P302zw413","6933883210041"
"79P302zw405","6933883210034"
"79P302zw404","6933883210027"
"79P302zw403","6933883210010"
"79P302zw402","6933883210003"
"79P302zw401","6933883209991"
"79P302zw713","6933883209977"
"79P302zw705","6933883209960"
"79P302zw704","6933883209953"
"79P302zw703","6933883209946"
"79P302zw702","6933883209939"
"79P302zw701","6933883209922"
"79P218zw413","6933883209557"
"79P218zw405","6933883209540"
"79P218zw404","6933883209533"
"79P218zw403","6933883209526"
"79P218zw402","6933883209519"
"79P218zw401","6933883209502"
"79P218zw713","6933883209496"
"79P218zw705","6933883209489"
"79P218zw704","6933883209472"
"79P218zw703","6933883209465"
"79P218zw702","6933883209458"
"79P218zw701","6933883209441"
"79VK07zv913","6933883206587"
"79VK07zv905","6933883206570"
"79VK07zv904","6933883206563"
"79VK07zv903","6933883206556"
"79VK07zv902","6933883206549"
"79VK07zv901","6933883206532"
"79VK07zv813","6933883206525"
"79VK07zv805","6933883206518"
"79VK07zv804","6933883206501"
"79VK07zv803","6933883206495"
"79VK07zv802","6933883206488"
"79VK07zv801","6933883206471"
"79VK05zv913","6933883206464"
"79VK05zv905","6933883206457"
"79VK05zv904","6933883206440"
"79VK05zv903","6933883206433"
"79VK05zv902","6933883206426"
"79VK05zv901","6933883206419"
"79VK05zv813","6933883206402"
"79VK05zv805","6933883206396"
"79VK05zv804","6933883206389"
"79VK05zv803","6933883206372"
"79VK05zv802","6933883206365"
"79VK05zv801","6933883206358"
"79J510zv913","6933883206228"
"79J510zv905","6933883206211"
"79J510zv904","6933883206204"
"79J510zv903","6933883206198"
"79J510zv902","6933883206181"
"79J510zv901","6933883206174"
"79J510zv813","6933883206167"
"79J510zv805","6933883206150"
"79J510zv804","6933883206143"
"79J510zv803","6933883206136"
"79J510zv802","6933883206129"
"79J510zv801","6933883206112"
"79J410zv913","6933883205986"
"79J410zv905","6933883205979"
"79J410zv904","6933883205962"
"79J410zv903","6933883205955"
"79J410zv902","6933883205948"
"79J410zv901","6933883205931"
"79J410zv813","6933883205924"
"79J410zv805","6933883205917"
"79J410zv804","6933883205900"
"79J410zv803","6933883205894"
"79J410zv802","6933883205887"
"79J410zv801","6933883205870"
"79VK08zw413","6933883205436"
"79VK08zw405","6933883205429"
"79VK08zw404","6933883205412"
"79VK08zw403","6933883205405"
"79VK08zw402","6933883205399"
"79VK08zw401","6933883205382"
"79VK08zw713","6933883205368"
"79VK08zw705","6933883205351"
"79VK08zw704","6933883205344"
"79VK08zw703","6933883205337"
"79VK08zw702","6933883205320"
"79VK08zw701","6933883205313"
"79VK08zv913","6933883205290"
"79VK08zv905","6933883205283"
"79VK08zv904","6933883205276"
"79VK08zv903","6933883205269"
"79VK08zv902","6933883205252"
"79VK08zv901","6933883205245"
"79VK08zv813","6933883205221"
"79VK08zv805","6933883205214"
"79VK08zv804","6933883205207"
"79VK08zv803","6933883205191"
"79VK08zv802","6933883205184"
"79VK08zv801","6933883205177"
"79008Fzv913","6933883205030"
"79008Fzv905","6933883205023"
"79008Fzv904","6933883205016"
"79008Fzv903","6933883205009"
"79008Fzv902","6933883204996"
"79008Fzv901","6933883204989"
"79008Fzv813","6933883204965"
"79008Fzv805","6933883204958"
"79008Fzv804","6933883204941"
"79008Fzv803","6933883204934"
"79008Fzv802","6933883204927"
"79008Fzv801","6933883204910"
"79W102zv913","6933883204316"
"79W102zv905","6933883204309"
"79W102zv904","6933883204293"
"79W102zv903","6933883204286"
"79W102zv902","6933883204279"
"79W102zv813","6933883204262"
"79W102zv805","6933883204255"
"79W102zv804","6933883204248"
"79W102zv803","6933883204231"
"79W102zv802","6933883204224"
"79W120zv913","6933883204033"
"79W120zv905","6933883204026"
"79W120zv904","6933883204019"
"79W120zv903","6933883204002"
"79W120zv902","6933883203999"
"79W120zv813","6933883203982"
"79W120zv805","6933883203975"
"79W120zv804","6933883203968"
"79W120zv803","6933883203951"
"79W120zv802","6933883203944"
"79W10000113","6933883203937"
"79W10000105","6933883203920"
"79W10000104","6933883203913"
"79W10000103","6933883203906"
"79W10000102","6933883203890"
"79W10000101","6933883203883"
"79W10041013","6933883203876"
"79W10041005","6933883203869"
"79W10041004","6933883203852"
"79W10041003","6933883203845"
"79W10041002","6933883203838"
"79W10041001","6933883203821"
"79W100d2113","6933883203814"
"79W100d2105","6933883203807"
"79W100d2104","6933883203791"
"79W100d2103","6933883203784"
"79W100d2102","6933883203777"
"79W100d2101","6933883203760"
"79W100zx813","6933883203753"
"79W100zx805","6933883203746"
"79W100zx804","6933883203739"
"79W100zx803","6933883203722"
"79W100zx802","6933883203715"
"79W100zx801","6933883203708"
"79W10045013","6933883203692"
"79W10045005","6933883203685"
"79W10045004","6933883203678"
"79W10045003","6933883203661"
"79W10045002","6933883203654"
"79W10045001","6933883203647"
"79W100zx713","6933883203630"
"79W100zx705","6933883203623"
"79W100zx704","6933883203616"
"79W100zx703","6933883203609"
"79W100zx702","6933883203593"
"79W100zx701","6933883203586"
"79W10000413","6933883203579"
"79W10000405","6933883203562"
"79W10000404","6933883203555"
"79W10000403","6933883203548"
"79W10000402","6933883203531"
"79W10000401","6933883203524"
"79W100zx613","6933883203517"
"79W100zx605","6933883203500"
"79W100zx604","6933883203494"
"79W100zx603","6933883203487"
"79W100zx602","6933883203470"
"79W100zx601","6933883203463"
"79W10057513","6933883203456"
"79W10057505","6933883203449"
"79W10057504","6933883203432"
"79W10057503","6933883203425"
"79W10057502","6933883203418"
"79W10057501","6933883203401"
"79W100zx513","6933883203395"
"79W100zx505","6933883203388"
"79W100zx504","6933883203371"
"79W100zx503","6933883203364"
"79W100zx502","6933883203357"
"79W100zx501","6933883203340"
"79W10035013","6933883203333"
"79W10035005","6933883203326"
"79W10035004","6933883203319"
"79W10035003","6933883203302"
"79W10035002","6933883203296"
"79W10035001","6933883203289"
"79W10004813","6933883203272"
"79W10004805","6933883203265"
"79W10004804","6933883203258"
"79W10004803","6933883203241"
"79W10004802","6933883203234"
"79W10004801","6933883203227"
"79W100zx413","6933883203210"
"79W100zx405","6933883203203"
"79W100zx404","6933883203197"
"79W100zx403","6933883203180"
"79W100zx402","6933883203173"
"79W100zx401","6933883203166"
"79W100zx313","6933883203159"
"79W100zx305","6933883203142"
"79W100zx304","6933883203135"
"79W100zx303","6933883203128"
"79W100zx302","6933883203111"
"79W100zx301","6933883203104"
"79W100zw313","6933883203098"
"79W100zw305","6933883203081"
"79W100zw304","6933883203074"
"79W100zw303","6933883203067"
"79W100zw302","6933883203050"
"79W100zw301","6933883203043"
"79W100zx113","6933883203036"
"79W100zx105","6933883203029"
"79W100zx104","6933883203012"
"79W100zx103","6933883203005"
"79W100zx102","6933883202992"
"79W100zx101","6933883202985"
"79W10000313","6933883202978"
"79W10000305","6933883202961"
"79W10000304","6933883202954"
"79W10000303","6933883202947"
"79W10000302","6933883202930"
"79W10000301","6933883202923"
"79W10008213","6933883202916"
"79W10008205","6933883202909"
"79W10008204","6933883202893"
"79W10008203","6933883202886"
"79W10008202","6933883202879"
"79W10008201","6933883202862"
"79W100zx013","6933883202855"
"79W100zx005","6933883202848"
"79W100zx004","6933883202831"
"79W100zx003","6933883202824"
"79W100zx002","6933883202817"
"79W100zx001","6933883202800"
"79W10012213","6933883202794"
"79W10012205","6933883202787"
"79W10012204","6933883202770"
"79W10012203","6933883202763"
"79W10012202","6933883202756"
"79W10012201","6933883202749"
"79W100zw013","6933883202732"
"79W100zw005","6933883202725"
"79W100zw004","6933883202718"
"79W100zw003","6933883202701"
"79W100zw002","6933883202695"
"79W100zw001","6933883202688"
"79W10000213","6933883202671"
"79W10000205","6933883202664"
"79W10000204","6933883202657"
"79W10000203","6933883202640"
"79W10000202","6933883202633"
"79W10000201","6933883202626"
"79W100zv915","6933883202619"
"79W100zv914","6933883202602"
"79W100zv913","6933883202596"
"79W100zv905","6933883202589"
"79W100zv904","6933883202572"
"79W100zv903","6933883202565"
"79W100zv902","6933883202558"
"79W100zv901","6933883202541"
"79W100zv815","6933883202534"
"79W100zv814","6933883202527"
"79W100zv813","6933883202510"
"79W100zv805","6933883202503"
"79W100zv804","6933883202497"
"79W100zv803","6933883202480"
"79W100zv802","6933883202473"
"79W100zv801","6933883202466"
"79W801zw813","6933883202411"
"79W801zw805","6933883202404"
"79W801zw804","6933883202398"
"79W801zw803","6933883202381"
"79W801zw802","6933883202374"
"79W801zw801","6933883202367"
"79W801zw713","6933883202350"
"79W801zw705","6933883202343"
"79W801zw704","6933883202336"
"79W801zw703","6933883202329"
"79W801zw702","6933883202312"
"79W801zw701","6933883202305"
"79W801zw613","6933883202299"
"79W801zw605","6933883202282"
"79W801zw604","6933883202275"
"79W801zw603","6933883202268"
"79W801zw602","6933883202251"
"79W801zw601","6933883202244"
"79W801zw513","6933883202237"
"79W801zw505","6933883202220"
"79W801zw504","6933883202213"
"79W801zw503","6933883202206"
"79W801zw502","6933883202190"
"79W801zw501","6933883202183"
"79W801zw913","6933883202176"
"79W801zw905","6933883202169"
"79W801zw904","6933883202152"
"79W801zw903","6933883202145"
"79W801zw902","6933883202138"
"79W801zw901","6933883202121"
"79W80145013","6933883202114"
"79W80145005","6933883202107"
"79W80145004","6933883202091"
"79W80145003","6933883202084"
"79W80145002","6933883202077"
"79W80145001","6933883202060"
"79W801zx713","6933883202053"
"79W801zx705","6933883202046"
"79W801zx704","6933883202039"
"79W801zx703","6933883202022"
"79W801zx702","6933883202015"
"79W801zx701","6933883202008"
"79W80187613","6933883201995"
"79W80187605","6933883201988"
"79W80187604","6933883201971"
"79W80187603","6933883201964"
"79W80187602","6933883201957"
"79W80187601","6933883201940"
"79W80100413","6933883201933"
"79W80100405","6933883201926"
"79W80100404","6933883201919"
"79W80100403","6933883201902"
"79W80100402","6933883201896"
"79W80100401","6933883201889"
"79W80104813","6933883201872"
"79W80104805","6933883201865"
"79W80104804","6933883201858"
"79W80104803","6933883201841"
"79W80104802","6933883201834"
"79W80104801","6933883201827"
"79W801zx413","6933883201810"
"79W801zx405","6933883201803"
"79W801zx404","6933883201797"
"79W801zx403","6933883201780"
"79W801zx402","6933883201773"
"79W801zx401","6933883201766"
"79W801zw313","6933883201759"
"79W801zw305","6933883201742"
"79W801zw304","6933883201735"
"79W801zw303","6933883201728"
"79W801zw302","6933883201711"
"79W801zw301","6933883201704"
"79W801zw413","6933883201698"
"79W801zw405","6933883201681"
"79W801zw404","6933883201674"
"79W801zw403","6933883201667"
"79W801zw402","6933883201650"
"79W801zw401","6933883201643"
"79W801zw213","6933883201636"
"79W801zw205","6933883201629"
"79W801zw204","6933883201612"
"79W801zw203","6933883201605"
"79W801zw202","6933883201599"
"79W801zw201","6933883201582"
"79W801zw113","6933883201575"
"79W801zw105","6933883201568"
"79W801zw104","6933883201551"
"79W801zw103","6933883201544"
"79W801zw102","6933883201537"
"79W801zw101","6933883201520"
"79W80100213","6933883201513"
"79W80100205","6933883201506"
"79W80100204","6933883201490"
"79W80100203","6933883201483"
"79W80100202","6933883201476"
"79W80100201","6933883201469"
"79W801zv914","6933883201452"
"79W801zv913","6933883201445"
"79W801zv905","6933883201438"
"79W801zv904","6933883201421"
"79W801zv903","6933883201414"
"79W801zv902","6933883201407"
"79W801zv901","6933883201391"
"79W801zv814","6933883201384"
"79W801zv813","6933883201377"
"79W801zv805","6933883201360"
"79W801zv804","6933883201353"
"79W801zv803","6933883201346"
"79W801zv802","6933883201339"
"79W801zv801","6933883201322"
"79P711zw413","6933883200998"
"79P711zw405","6933883200981"
"79P711zw404","6933883200974"
"79P711zw403","6933883200967"
"79P711zw402","6933883200950"
"79P711zw401","6933883200943"
"79P711zv913","6933883200912"
"79P711zv905","6933883200905"
"79P711zv904","6933883200899"
"79P711zv903","6933883200882"
"79P711zv902","6933883200875"
"79P711zv901","6933883200868"
"79P711zw713","6933883200837"
"79P711zw705","6933883200820"
"79P711zw704","6933883200813"
"79P711zw703","6933883200806"
"79P711zw702","6933883200790"
"79P711zw701","6933883200783"
"79P711zv813","6933883200752"
"79P711zv805","6933883200745"
"79P711zv804","6933883200738"
"79P711zv803","6933883200721"
"79P711zv802","6933883200714"
"79P711zv801","6933883200707"
"79V006zw413","6933883200615"
"79V006zw405","6933883200608"
"79V006zw404","6933883200592"
"79V006zw403","6933883200585"
"79V006zw402","6933883200578"
"79V006zw401","6933883200561"
"79V006zv913","6933883200547"
"79V006zv905","6933883200530"
"79V006zv904","6933883200523"
"79V006zv903","6933883200516"
"79V006zv902","6933883200509"
"79V006zv901","6933883200493"
"79V006zw713","6933883200479"
"79V006zw705","6933883200462"
"79V006zw704","6933883200455"
"79V006zw703","6933883200448"
"79V006zw702","6933883200431"
"79V006zw701","6933883200424"
"79V006zv813","6933883200400"
"79V006zv805","6933883200394"
"79V006zv804","6933883200387"
"79V006zv803","6933883200370"
"79V006zv802","6933883200363"
"79V006zv801","6933883200356"
"79VK0900314","6933883200349"
"79VK0900313","6933883200332"
"79VK0900305","6933883200325"
"79VK0900304","6933883200318"
"79VK0900303","6933883200301"
"79VK0900302","6933883200295"
"79VK0900301","6933883200288"
"79VK09zw414","6933883200271"
"79VK09zw413","6933883200264"
"79VK09zw405","6933883200257"
"79VK09zw404","6933883200240"
"79VK09zw403","6933883200233"
"79VK09zw402","6933883200226"
"79VK09zw401","6933883200219"
"79VK09zv914","6933883200202"
"79VK09zv913","6933883200196"
"79VK09zv905","6933883200189"
"79VK09zv904","6933883200172"
"79VK09zv903","6933883200165"
"79VK09zv902","6933883200158"
"79VK09zv901","6933883200141"
"79VK09zw714","6933883200134"
"79VK09zw713","6933883200127"
"79VK09zw705","6933883200110"
"79VK09zw704","6933883200103"
"79VK09zw703","6933883200097"
"79VK09zw702","6933883200080"
"79VK09zw701","6933883200073"
"79VK09zv814","6933883200066"
"79VK09zv813","6933883200059"
"79VK09zv805","6933883200042"
"79VK09zv804","6933883200035"
"79VK09zv803","6933883200028"
"79VK09zv802","6933883200011"
"79VK09zv801","6933883200004"
"77900335099","5712762064484"
"77900357799","5712762064477"
"779003z8999","5712762064460"
"779003z9199","5712762064453"
"779003z8699","5712762064446"
"77900312099","5712762064439"
"77900314599","5712762064422"
"77615062000","5712762058155"
"77615000300","5712762058148"
"77615000200","5712762058131"
"77615000100","5712762058124"
"77800103705","5712762057714"
"77800103704","5712762057707"
"77800103703","5712762057691"
"77800103702","5712762057684"
"77800103701","5712762057677"
"77800103700","5712762057660"
"77810462005","5712762057455"
"77810462004","5712762057448"
"77810462003","5712762057431"
"77810462002","5712762057424"
"77810462001","5712762057417"
"77810462000","5712762057400"
"77801206605","5712762057394"
"77801206604","5712762057387"
"77801206603","5712762057370"
"77801206602","5712762057363"
"77801206601","5712762057356"
"77801206600","5712762057349"
"77601206613","5712762057073"
"77601206605","5712762057066"
"77601206604","5712762057059"
"77601206603","5712762057042"
"77601206602","5712762057035"
"77601206601","5712762057028"
"77600212213","5712762057011"
"77600212205","5712762057004"
"77600212204","5712762056991"
"77600212203","5712762056984"
"77600212202","5712762056977"
"77600212201","5712762056960"
"77600212200","5712762056953"
"77600103713","5712762056946"
"77600103705","5712762056939"
"77600103704","5712762056922"
"77600103703","5712762056915"
"77600103702","5712762056908"
"77600103701","5712762056892"
"778104z8605","5712762056106"
"778104z8604","5712762056090"
"778104z8603","5712762056083"
"778104z8602","5712762056076"
"778104z8601","5712762056069"
"778104z8600","5712762056052"
"77810400405","5712762055987"
"77810400404","5712762055970"
"77810400403","5712762055963"
"77810400402","5712762055956"
"77810400401","5712762055949"
"77810400400","5712762055932"
"77810157705","5712762055925"
"77810157704","5712762055918"
"77810157703","5712762055901"
"77810157702","5712762055895"
"77810157701","5712762055888"
"77810157700","5712762055871"
"778101z8905","5712762055864"
"778101z8904","5712762055857"
"778101z8903","5712762055840"
"778101z8902","5712762055833"
"778101z8901","5712762055826"
"778101z8900","5712762055819"
"778101z9105","5712762055802"
"778101z9104","5712762055796"
"778101z9103","5712762055789"
"778101z9102","5712762055772"
"778101z9101","5712762055765"
"778101z9100","5712762055758"
"77810114505","5712762055741"
"77810114504","5712762055734"
"77810114503","5712762055727"
"77810114502","5712762055710"
"77810114501","5712762055703"
"77810114500","5712762055697"
"778101z9005","5712762055680"
"778101z9004","5712762055673"
"778101z9003","5712762055666"
"778101z9002","5712762055659"
"778101z9001","5712762055642"
"778101z9000","5712762055635"
"778012b6405","5712762055505"
"778012b6404","5712762055499"
"778012b6403","5712762055482"
"778012b6402","5712762055475"
"778012b6401","5712762055468"
"778012b6400","5712762055451"
"77610157713","5712762055208"
"77610157705","5712762055192"
"77610157704","5712762055185"
"77610157703","5712762055178"
"77610157702","5712762055161"
"77610157701","5712762055154"
"776101z8913","5712762055147"
"776101z8905","5712762055130"
"776101z8904","5712762055123"
"776101z8903","5712762055116"
"776101z8902","5712762055109"
"776101z8901","5712762055093"
"776101z9113","5712762055086"
"776101z9105","5712762055079"
"776101z9104","5712762055062"
"776101z9103","5712762055055"
"776101z9102","5712762055048"
"776101z9101","5712762055031"
"77610114513","5712762055024"
"77610114505","5712762055017"
"77610114504","5712762055000"
"77610114503","5712762054997"
"77610114502","5712762054980"
"77610114501","5712762054973"
"776101z9013","5712762054966"
"776101z9005","5712762054959"
"776101z9004","5712762054942"
"776101z9003","5712762054935"
"776101z9002","5712762054928"
"776101z9001","5712762054911"
"776012b6413","5712762054843"
"776012b6405","5712762054836"
"776012b6404","5712762054829"
"776012b6403","5712762054812"
"776012b6402","5712762054805"
"776012b6401","5712762054799"
"776002z8613","5712762054782"
"776002z8605","5712762054775"
"776002z8604","5712762054768"
"776002z8603","5712762054751"
"776002z8602","5712762054744"
"776002z8601","5712762054737"
"776002z8600","5712762054720"
"77600254013","5712762054713"
"77600254005","5712762054706"
"77600254004","5712762054690"
"77600254003","5712762054683"
"77600254002","5712762054676"
"77600254001","5712762054669"
"77600254000","5712762054652"
"776002d2113","5712762054645"
"776002d2105","5712762054638"
"776002d2104","5712762054621"
"776002d2103","5712762054614"
"776002d2102","5712762054607"
"776002d2101","5712762054591"
"776002d2100","5712762054584"
"773001z86y5","5712762054423"
"773001z86y6","5712762054423"
"773001z86y4","5712762054416"
"773001z86y3","5712762054409"
"773001z86y2","5712762054393"
"773001z86y1","5712762054386"
"773001z87y5","5712762054362"
"773001z87y6","5712762054362"
"773001z87y4","5712762054355"
"773001z87y3","5712762054348"
"773001z87y2","5712762054331"
"773001z87y1","5712762054324"
"77630103713","5712762053563"
"77630103705","5712762053556"
"77630103704","5712762053549"
"77630103703","5712762053532"
"77630103702","5712762053525"
"77630103701","5712762053518"
"77630103700","5712762053501"
"776301z8613","5712762053495"
"776301z8605","5712762053488"
"776301z8604","5712762053471"
"776301z8603","5712762053464"
"776301z8602","5712762053457"
"776301z8601","5712762053440"
"776301z8600","5712762053433"
"77630112213","5712762053426"
"77630112205","5712762053419"
"77630112204","5712762053402"
"77630112203","5712762053396"
"77630112202","5712762053389"
"77630112201","5712762053372"
"77630112200","5712762053365"
"77630166013","5712762053358"
"77630166005","5712762053341"
"77630166004","5712762053334"
"77630166003","5712762053327"
"77630166002","5712762053310"
"77630166001","5712762053303"
"77630166000","5712762053297"
"77831166005","5712762053280"
"77831166004","5712762053273"
"77831166003","5712762053266"
"77831166002","5712762053259"
"77831166001","5712762053242"
"77831166000","5712762053235"
"77631166013","5712762053228"
"77631166005","5712762053211"
"77631166004","5712762053204"
"77631166003","5712762053198"
"77631166002","5712762053181"
"77631166001","5712762053174"
"77631103713","5712762051729"
"77631103705","5712762051712"
"77631103704","5712762051705"
"77631103703","5712762051699"
"77631103702","5712762051682"
"77631103701","5712762051675"
"77831103705","5712762051668"
"77831103704","5712762051651"
