"sku","stil"
"48103402299","48.1034"
"48101996399","48.1019"
"481035v4299","48.1035"
"481035w0599","48.1035"
"48103500199","48.1035"
"48103503999","48.1035"
"48103532699","48.1035"
"481034v4299","48.1034"
"481034w0599","48.1034"
"48103400199","48.1034"
"48101732699","48.1017"
"481026910j6","48.1026"
"481026910j5","48.1026"
"481026w06j6","48.1026"
"481026w06j5","48.1026"
"481026908j6","48.1026"
"481026908j5","48.1026"
"481026898j6","48.1026"
"481026898j5","48.1026"
"48103103999","48.1031"
"48102712299","48.1027"
"48100804099","48.1008"
"48100803799","48.1008"
"48100800199","48.1008"
"481012a6234","48.1012"
"48101281912","48.1012"
"48101281936","48.1012"
"481012a6236","48.1012"
"48101281934","48.1012"
"481012a6212","48.1012"
"48102050899","48.1020"
"48102003799","48.1020"
"48102012099","48.1020"
"48102067099","48.1020"
"48101989699","48.1019"
"48101935299","48.1019"
"48101941399","48.1019"
"481019e5899","48.1019"
"48102220099","48.1022"
"48102200499","48.1022"
"48102203399","48.1022"
"48102200399","48.1022"
"48102203999","48.1022"
"48102200299","48.1022"
"481025e1299","48.1025"
"48102502099","48.1025"
"48102500399","48.1025"
"48102500299","48.1025"
"48102500199","48.1025"
"481017v4399","48.1017"
"481017h2299","48.1017"
"481017v4299","48.1017"
"48101758099","48.1017"
"48101750899","48.1017"
"48101757499","48.1017"
"48101657499","48.1016"
"48101632699","48.1016"
"48101650899","48.1016"
"48101658099","48.1016"
"48101600299","48.1016"
"48101637099","48.1016"
"481016v4399","48.1016"
"48101602099","48.1016"
"481016v4299","48.1016"
"48101600399","48.1016"
"48101600199","48.1016"
"48101550899","48.1015"
"48101558099","48.1015"
"481015h2299","48.1015"
"481015v4399","48.1015"
"48101557499","48.1015"
"481015v4299","48.1015"
"48101532699","48.1015"
"48100200399","48.1002"
"48100202099","48.1002"
"48100200199","48.1002"
"481031v4399","48.1031"
"481031h2299","48.1031"
"48103403999","48.1034"
"481003h2299","48.1003"
"48103432699","48.1034"
"481003v4399","48.1003"
"481007040i3","48.1007"
"481007040i2","48.1007"
"481007040i1","48.1007"
"481007037i3","48.1007"
"481007037i2","48.1007"
"481007037i1","48.1007"
"48100904099","48.1009"
"48100903799","48.1009"
"48103103799","48.1031"
"48103157499","48.1031"
"48103158099","48.1031"
"481031v4299","48.1031"
"48103150899","48.1031"
"48100357499","48.1003"
"48100358099","48.1003"
"481003v4299","48.1003"
"48100350899","48.1003"
"48100157499","48.1001"
"48100158099","48.1001"
"481001v4299","48.1001"
"48100150899","48.1001"
"48100657499","48.1006"
"48100658099","48.1006"
"481006v4299","48.1006"
"48100650899","48.1006"
"48100557499","48.1005"
"48100558099","48.1005"
"481005v4299","48.1005"
"48100550899","48.1005"
"481019a6299","48.1019"
"48101987199","48.1019"
"481019h0999","48.1019"
"48101981999","48.1019"
"48101994199","48.1019"
"48101963899","48.1019"
"481026902j6","48.1026"
"481026902j5","48.1026"
"481013440i6","48.1013"
"481013440i5","48.1013"
"481013440i4","48.1013"
"481013e12i6","48.1013"
"481013e12i5","48.1013"
"481013e12i4","48.1013"
"481013001i6","48.1013"
"481013001i5","48.1013"
"481013001i4","48.1013"
"481007440i3","48.1007"
"481007440i2","48.1007"
"481007440i1","48.1007"
"481007e12i3","48.1007"
"481007e12i2","48.1007"
"481007e12i1","48.1007"
"481007001i3","48.1007"
"481007001i2","48.1007"
"481007001i1","48.1007"
"48100062299","48.1000"
"481000g2199","48.1000"
"48100090299","48.1000"
"48100944099","48.1009"
"481009e1299","48.1009"
"48100900199","48.1009"
"48102137036","48.1021"
"48102137034","48.1021"
"48102137012","48.1021"
"481021e1236","48.1021"
"481021e1234","48.1021"
"481021e1212","48.1021"
"48102144036","48.1021"
"48102144034","48.1021"
"48102144012","48.1021"
"48102102036","48.1021"
"48102102034","48.1021"
"48102102012","48.1021"
"48102100236","48.1021"
"48102100234","48.1021"
"48102100212","48.1021"
"48102100336","48.1021"
"48102100334","48.1021"
"48102100312","48.1021"
"48102100136","48.1021"
"48102100134","48.1021"
"48102100112","48.1021"
"48101100236","48.1011"
"48101100234","48.1011"
"48101100212","48.1011"
"48101100336","48.1011"
"48101100334","48.1011"
"48101100312","48.1011"
"48101100136","48.1011"
"48101100134","48.1011"
"48101100112","48.1011"
"48103135099","48.1031"
"48103114599","48.1031"
"48103137099","48.1031"
"48103113099","48.1031"
"48103145099","48.1031"
"48103100399","48.1031"
"48103100499","48.1031"
"48103102099","48.1031"
"48103100299","48.1031"
"48103100199","48.1031"
"481011w3212","48.1011"
"481011w3234","48.1011"
"481011w3236","48.1011"
"481027e1299","48.1027"
"48102744099","48.1027"
"48102703399","48.1027"
"48102745099","48.1027"
"48102700399","48.1027"
"48102700499","48.1027"
"48102702099","48.1027"
"48102700299","48.1027"
"48102700199","48.1027"
"481018e1299","48.1018"
"48101844099","48.1018"
"48101812299","48.1018"
"48101803399","48.1018"
"48101845099","48.1018"
"48101800399","48.1018"
"48101800499","48.1018"
"48101802099","48.1018"
"48101800299","48.1018"
"48102300199","48.1023"
"48102200199","48.1022"
"48100400399","48.1004"
"48100400199","48.1004"
"48100303399","48.1003"
"48100344099","48.1003"
"481003e1299","48.1003"
"48100345099","48.1003"
"48100313099","48.1003"
"48100300399","48.1003"
"48100300499","48.1003"
"48100302099","48.1003"
"48100300299","48.1003"
"48100300199","48.1003"
"48101437099","48.1014"
"48101402099","48.1014"
"48101400399","48.1014"
"48101400299","48.1014"
"48101400199","48.1014"
"48101737099","48.1017"
"48101702099","48.1017"
"48101700399","48.1017"
"48101700299","48.1017"
"48101700199","48.1017"
"48101537099","48.1015"
"48101502099","48.1015"
"48101500399","48.1015"
"48101500299","48.1015"
"48101500199","48.1015"
"48100104099","48.1001"
"48100102099","48.1001"
"48100120099","48.1001"
"48100112299","48.1001"
"48100103399","48.1001"
"48100123599","48.1001"
"48100103999","48.1001"
"48100113099","48.1001"
"481001e1299","48.1001"
"48100144099","48.1001"
"48100114599","48.1001"
"48100145099","48.1001"
"48100135099","48.1001"
"48100103799","48.1001"
"48100100399","48.1001"
"48100100499","48.1001"
"48100100299","48.1001"
"48100100199","48.1001"
"48100604099","48.1006"
"48100602099","48.1006"
"48100620099","48.1006"
"48100612299","48.1006"
"48100603399","48.1006"
"48100623599","48.1006"
"48100603999","48.1006"
"48100613099","48.1006"
"481006e1299","48.1006"
"48100644099","48.1006"
"48100614599","48.1006"
"48100645099","48.1006"
"48100635099","48.1006"
"48100603799","48.1006"
"48100600399","48.1006"
"48100600499","48.1006"
"48100600299","48.1006"
"48100600199","48.1006"
"48100504099","48.1005"
"48100502099","48.1005"
"48100520099","48.1005"
"48100512299","48.1005"
"48100503399","48.1005"
"48100523599","48.1005"
"48100503999","48.1005"
"48100513099","48.1005"
"481005e1299","48.1005"
"48100544099","48.1005"
"48100514599","48.1005"
"48100545099","48.1005"
"48100535099","48.1005"
"48100503799","48.1005"
"48100500399","48.1005"
"48100500499","48.1005"
"48100500299","48.1005"
"48100500199","48.1005"
"33023401799","33.0234"
"33010405299","33.0104"
"33010755099","33.0107"
"33010700199","33.0107"
"33010954099","33.0109"
"33010900499","33.0109"
"33010354099","33.0103"
"33010300499","33.0103"
"33012096399","33.0120"
"330120a8099","33.0120"
"33012081099","33.0120"
"330102a8099","33.0102"
"33010296399","33.0102"
"33010281099","33.0102"
"33010298099","33.0102"
"33023498199","33.0234"
"330234q6299","33.0234"
"33022705299","33.0227"
"33022700399","33.0227"
"33022700299","33.0227"
"33022605299","33.0226"
"33022600399","33.0226"
"33022600299","33.0226"
"330234y2299","33.0234"
"33023431399","33.0234"
"330234g6199","33.0234"
"330234y2399","33.0234"
"33023105099","33.0231"
"33023100499","33.0231"
"33023100399","33.0231"
"33023100299","33.0231"
"33023167099","33.0231"
"33023100199","33.0231"
"33022755099","33.0227"
"33022767099","33.0227"
"33022737099","33.0227"
"33022614599","33.0226"
"33022607699","33.0226"
"33022800399","33.0228"
"33022800299","33.0228"
"33022801899","33.0228"
"33022807699","33.0228"
"33022500499","33.0225"
"33022500399","33.0225"
"33022500299","33.0225"
"33022567099","33.0225"
"33023236199","33.0232"
"33023280899","33.0232"
"33023226199","33.0232"
"33023285199","33.0232"
"33023282699","33.0232"
"33023054099","33.0230"
"33023005099","33.0230"
"33023000499","33.0230"
"33023000399","33.0230"
"33023000299","33.0230"
"33023067099","33.0230"
"33023007699","33.0230"
"33023037099","33.0230"
"33023000199","33.0230"
"33023655099","33.0236"
"33023655599","33.0236"
"33023355099","33.0233"
"33023355599","33.0233"
"33022900399","33.0229"
"33022900299","33.0229"
"33022900199","33.0229"
"33023705099","33.0237"
"33023704899","33.0237"
"33023700499","33.0237"
"33023700399","33.0237"
"33023700299","33.0237"
"33023720099","33.0237"
"33023700199","33.0237"
"33023703799","33.0237"
"33022400399","33.0224"
"33022400299","33.0224"
"33022467099","33.0224"
"33022300299","33.0223"
"330223p6299","33.0223"
"330223z1799","33.0223"
"33022255099","33.0222"
"33022200399","33.0222"
"33022200299","33.0222"
"33022207199","33.0222"
"33022259099","33.0222"
"33022105099","33.0221"
"33022100499","33.0221"
"33022155099","33.0221"
"33022100399","33.0221"
"33022100299","33.0221"
"33022167099","33.0221"
"33023505099","33.0235"
"33023504899","33.0235"
"33023500499","33.0235"
"33023500399","33.0235"
"33023500299","33.0235"
"33023503799","33.0235"
"33022054099","33.0220"
"33022005099","33.0220"
"33022004899","33.0220"
"33022000499","33.0220"
"33022055099","33.0220"
"33022000399","33.0220"
"33022000299","33.0220"
"33022008599","33.0220"
"33022067099","33.0220"
"330220p6299","33.0220"
"33022031099","33.0220"
"33022037099","33.0220"
"33022000199","33.0220"
"33022012599","33.0220"
"33022003799","33.0220"
"330220z1799","33.0220"
"33010700499","33.0107"
"330118zk399","33.0118"
"33011607699","33.0116"
"330113j6299","33.0113"
"33011603399","33.0116"
"33011605099","33.0116"
"33011600499","33.0116"
"33011600399","33.0116"
"33011600299","33.0116"
"33011620099","33.0116"
"33011600199","33.0116"
"33011603799","33.0116"
"33011555099","33.0115"
"33011500399","33.0115"
"33011500299","33.0115"
"33011555599","33.0115"
"33011567099","33.0115"
"33011500199","33.0115"
"33011705099","33.0117"
"33011700499","33.0117"
"33011700399","33.0117"
"33011700299","33.0117"
"33011700199","33.0117"
"33010805099","33.0108"
"33010855099","33.0108"
"33010800399","33.0108"
"33010800299","33.0108"
"33010867099","33.0108"
"33010800199","33.0108"
"33011805099","33.0118"
"33011800399","33.0118"
"33011800299","33.0118"
"33011867099","33.0118"
"33011903999","33.0119"
"33011005099","33.0110"
"33011004899","33.0110"
"33011000499","33.0110"
"33011000399","33.0110"
"33011000299","33.0110"
"33011055599","33.0110"
"330110zc399","33.0110"
"33010404899","33.0104"
"33010422999","33.0104"
"33010400499","33.0104"
"33010455099","33.0104"
"33010400399","33.0104"
"33010400299","33.0104"
"33010455599","33.0104"
"33010467099","33.0104"
"330104zc399","33.0104"
"33010400199","33.0104"
"330111j6299","33.0111"
"33011105099","33.0111"
"33011104899","33.0111"
"33011100499","33.0111"
"33011100399","33.0111"
"33011100299","33.0111"
"330111zc499","33.0111"
"330119j6299","33.0119"
"33011905099","33.0119"
"33011955099","33.0119"
"33011900399","33.0119"
"33011900299","33.0119"
"33011908599","33.0119"
"33011937099","33.0119"
"33011923599","33.0119"
"33011300399","33.0113"
"33011300299","33.0113"
"33011308599","33.0113"
"33011303999","33.0113"
"33011337099","33.0113"
"330113zc499","33.0113"
"33010767099","33.0107"
"33010705099","33.0107"
"33010700399","33.0107"
"33010700299","33.0107"
"33010105099","33.0101"
"33010100399","33.0101"
"33010100299","33.0101"
"33010167099","33.0101"
"33016667099","33.0166"
"33010305099","33.0103"
"33010355099","33.0103"
"33010300399","33.0103"
"33010300299","33.0103"
"33010355599","33.0103"
"33010367099","33.0103"
"33010300199","33.0103"
"33010905099","33.0109"
"33010955099","33.0109"
"33010900399","33.0109"
"33010900299","33.0109"
"33010955599","33.0109"
"33010967099","33.0109"
"33010900199","33.0109"
"33010288399","33.0102"
"33010263499","33.0102"
"33010285799","33.0102"
"33010280899","33.0102"
"33010271299","33.0102"
"33010226199","33.0102"
"33010290299","33.0102"
"33012088399","33.0120"
"33012063499","33.0120"
"33012085799","33.0120"
"33012080899","33.0120"
"33012071299","33.0120"
"33012026199","33.0120"
"33012098099","33.0120"
"33012090299","33.0120"
"33800054099","33.8000"
"338000zc299","33.8000"
"33800012599","33.8000"
"33800003799","33.8000"
"33800023599","33.8000"
"33011445599","33.0114"
"33011455099","33.0114"
"33011400399","33.0114"
"33011400299","33.0114"
"33011408599","33.0114"
"33011407199","33.0114"
"33011459099","33.0114"
"33011412599","33.0114"
"33011403799","33.0114"
"33011205099","33.0112"
"33011255099","33.0112"
"33011200399","33.0112"
"33011200299","33.0112"
"33011208599","33.0112"
"33011207199","33.0112"
"33011259099","33.0112"
"33011212599","33.0112"
"33010654099","33.0106"
"330106zc299","33.0106"
"33010605099","33.0106"
"33010645599","33.0106"
"33010655099","33.0106"
"33010600399","33.0106"
"33010600299","33.0106"
"33010608599","33.0106"
"33010607199","33.0106"
"33010659099","33.0106"
"33010612599","33.0106"
"33010603799","33.0106"
"33010055099","33.0100"
"33010000399","33.0100"
"33010000299","33.0100"
"33010008599","33.0100"
"33010037099","33.0100"
"33010623599","33.0106"
"33708012599","33.7080"
"337090zc299","33.7090"
"33709012599","33.7090"
"33709003799","33.7090"
"330112o0299","33.0112"
"330106o0299","33.0106"
"330114o0299","33.0114"
"33800045599","33.8000"
"33800007199","33.8000"
"330114zc299","33.0114"
"330100zc299","33.0100"
"33010067099","33.0100"
"33010059099","33.0100"
"33010012599","33.0100"
"33010003799","33.0100"
"33013667099","33.0136"
"33013605099","33.0136"
"33013600399","33.0136"
"33013600299","33.0136"
"33013600199","33.0136"
"330210zg599","33.0210"
"330210zg699","33.0210"
"332070t0999","33.2070"
"332070z1799","33.2070"
"330210zg899","33.0210"
"33021063499","33.0210"
"330210zg499","33.0210"
"330210z7699","33.0210"
"33021005099","33.0210"
"33021000399","33.0210"
"33021000299","33.0210"
"330210z6999","33.0210"
"33021000199","33.0210"
"33013855099","33.0138"
"332070t2299","33.2070"
"330210zg799","33.0210"
"33016655099","33.0166"
"33016600399","33.0166"
"33016600299","33.0166"
"33016655599","33.0166"
"33016600199","33.0166"
"33020067099","33.0200"
"33020005099","33.0200"
"33020000399","33.0200"
"33020000299","33.0200"
"33020000199","33.0200"
"33015605099","33.0156"
"33015600399","33.0156"
"33015600299","33.0156"
