"sku","teza"
"20K40400113",0.44
"20K40400105",0.41
"20K40400104",0.37
"20K40400103",0.37
"20K40400102",0.34
"20K40400101",0.33
"20K40449314",0.45
"20K40449313",0.44
"20K40449305",0.41
"20K40449304",0.37
"20K40449303",0.37
"20K40449302",0.34
"20K40449301",0.33
"20K40400414",0.45
"20K40400413",0.44
"20K40400405",0.41
"20K40400404",0.37
"20K40400403",0.37
"20K40400402",0.34
"20K40400401",0.33
"20K40400314",0.45
"20K40400313",0.44
"20K40400305",0.41
"20K40400304",0.37
"20K40400303",0.37
"20K40400302",0.34
"20K40400301",0.33
"20K40400214",0.45
"20K40400213",0.44
"20K40400205",0.41
"20K40400204",0.37
"20K40400203",0.37
"20K40400202",0.34
"20K40400201",0.33
"20K403p8714",0.57
"20K403p8713",0.53
"20K403p8705",0.51
"20K403p8704",0.47
"20K403p8703",0.44
"20K403p8702",0.41
"20K403p8701",0.4
"20K40309414",0.57
"20K40309413",0.53
"20K40309405",0.51
"20K40309404",0.47
"20K40309403",0.44
"20K40309402",0.41
"20K40309401",0.4
"20K40300114",0.57
"20K40300113",0.53
"20K40300105",0.51
"20K40300104",0.47
"20K40300103",0.44
"20K40300102",0.41
"20K40300101",0.4
"20K40349314",0.57
"20K40349313",0.53
"20K40349305",0.51
"20K40349304",0.47
"20K40349303",0.44
"20K40349302",0.41
"20K40349301",0.4
"20K40300414",0.57
"20K40300413",0.53
"20K40300405",0.51
"20K40300404",0.47
"20K40300403",0.44
"20K40300402",0.41
"20K40300401",0.4
"20K40300314",0.57
"20K40300313",0.53
"20K40300305",0.51
"20K40300304",0.47
"20K40300303",0.44
"20K40300302",0.41
"20K40300301",0.4
"20K40300214",0.57
"20K40300213",0.53
"20K40300205",0.51
"20K40300204",0.47
"20K40300203",0.44
"20K40300202",0.41
"20K40300201",0.4
"20K40209465",0.43
"20K40209469",0.4
"20K40209468",0.34
"20K40209467",0.31
"20K40200365",0.43
"20K40200369",0.4
"20K40200368",0.34
"20K40200367",0.31
"20K40200465",0.43
"20K40200469",0.4
"20K40200468",0.34
"20K40200467",0.31
"20K40200265",0.43
"20K40200269",0.4
"20K40200268",0.34
"20K40200267",0.31
"20K40102914",0.68
"20K40102913",0.67
"20K40102905",0.61
"20K40102904",0.59
"20K40102903",0.56
"20K40102902",0.54
"20K40102901",0.53
"20K40103014",0.68
"20K40103013",0.67
"20K40103005",0.61
"20K40103004",0.59
"20K40103003",0.56
"20K40103002",0.54
"20K40103001",0.53
"20K401p8714",0.68
"20K401p8713",0.67
"20K401p8705",0.61
"20K401p8704",0.59
"20K401p8703",0.56
"20K401p8702",0.54
"20K401p8701",0.53
"20K40109414",0.68
"20K40109413",0.67
"20K40109405",0.61
"20K40109404",0.59
"20K40109403",0.56
"20K40109402",0.54
"20K40109401",0.53
"20K40100114",0.68
"20K40100113",0.67
"20K40100105",0.61
"20K40100104",0.59
"20K40100103",0.56
"20K40100102",0.54
"20K40100101",0.53
"20K40149314",0.68
"20K40149313",0.67
"20K40149305",0.61
"20K40149304",0.59
"20K40149303",0.56
"20K40149302",0.54
"20K40149301",0.53
"20K40100414",0.68
"20K40100413",0.67
"20K40100405",0.61
"20K40100404",0.59
"20K40100403",0.56
"20K40100402",0.54
"20K40100401",0.53
"20K40100314",0.68
"20K40100313",0.67
"20K40100305",0.61
"20K40100304",0.59
"20K40100303",0.56
"20K40100302",0.54
"20K40100301",0.53
"20K40100214",0.68
"20K40100213",0.67
"20K40100205",0.61
"20K40100204",0.59
"20K40100203",0.56
"20K40100202",0.54
"20K40100201",0.53
"20K400p8714",0.56
"20K400p8713",0.54
"20K400p8705",0.54
"20K400p8704",0.52
"20K400p8703",0.5
"20K400p8702",0.48
"20K400p8701",0.42
"20K40009414",0.56
"20K40009413",0.54
"20K40009405",0.54
"20K40009404",0.52
"20K40009403",0.5
"20K40009402",0.48
"20K40009401",0.42
"20K40000114",0.56
"20K40000113",0.54
"20K40000105",0.54
"20K40000104",0.52
"20K40000103",0.5
"20K40000102",0.48
"20K40000101",0.42
"20K40049314",0.56
"20K40049313",0.54
"20K40049305",0.54
"20K40049304",0.52
"20K40049303",0.5
"20K40049302",0.48
"20K40049301",0.42
"20K40000414",0.56
"20K40000413",0.54
"20K40000405",0.54
"20K40000404",0.52
"20K40000403",0.5
"20K40000402",0.48
"20K40000401",0.42
"20K40000314",0.56
"20K40000313",0.54
"20K40000305",0.54
"20K40000304",0.52
"20K40000303",0.5
"20K40000302",0.48
"20K40000301",0.42
"20K40000214",0.56
"20K40000213",0.54
"20K40000205",0.54
"20K40000204",0.52
"20K40000203",0.5
"20K40000202",0.48
"20K40000201",0.42
"20K384i4305",0.11
"20K384i4313",0.11
"20K384i4304",0.11
"20K384i4303",0.11
"20K384i4302",0.11
"20K384i4301",0.11
"20K38431005",0.11
"20K38431013",0.11
"20K38431004",0.11
"20K38431003",0.11
"20K38431002",0.11
"20K38431001",0.11
"20K38400405",0.11
"20K38400413",0.11
"20K38400404",0.11
"20K38400403",0.11
"20K38400402",0.11
"20K38400401",0.11
"20K38412205",0.11
"20K38412213",0.11
"20K38412204",0.11
"20K38412203",0.11
"20K38412202",0.11
"20K38412201",0.11
"20K38400305",0.11
"20K38400313",0.11
"20K38400304",0.11
"20K38400303",0.11
"20K38400302",0.11
"20K38400301",0.11
"20K38400105",0.11
"20K38400113",0.11
"20K38400104",0.11
"20K38400103",0.11
"20K38400102",0.11
"20K38400101",0.11
"20K38400205",0.11
"20K38400213",0.11
"20K38400204",0.11
"20K38400203",0.11
"20K38400202",0.11
"20K38400201",0.11
"20K38305405",0.2
"20K38305404",0.18
"20K38305401",0.14
"20K38305402",0.15
"20K38305403",0.16
"20K38305413",0.22
"20K38335005",0.2
"20K38335004",0.18
"20K38335001",0.14
"20K38335002",0.15
"20K38335003",0.16
"20K38335013",0.22
"20K38312205",0.2
"20K38312204",0.18
"20K38312201",0.14
"20K38312202",0.15
"20K38312203",0.16
"20K38312213",0.22
"20K38331005",0.2
"20K38331004",0.18
"20K38331001",0.14
"20K38331002",0.15
"20K38331003",0.16
"20K38331013",0.22
"20K38307405",0.2
"20K38307404",0.18
"20K38307401",0.14
"20K38307402",0.15
"20K38307403",0.16
"20K38307413",0.22
"20K383i4305",0.2
"20K383i4304",0.18
"20K383i4301",0.14
"20K383i4302",0.15
"20K383i4303",0.16
"20K383i4313",0.22
"20K38339805",0.2
"20K38339804",0.18
"20K38339801",0.14
"20K38339802",0.15
"20K38339803",0.16
"20K38339813",0.22
"20K38352005",0.2
"20K38352004",0.18
"20K38352001",0.14
"20K38352002",0.15
"20K38352003",0.16
"20K38352013",0.22
"20K38314005",0.2
"20K38314004",0.18
"20K38314001",0.14
"20K38314002",0.15
"20K38314003",0.16
"20K38314013",0.22
"20K38320005",0.2
"20K38320004",0.18
"20K38320001",0.14
"20K38320002",0.15
"20K38320003",0.16
"20K38320013",0.22
"20K38341005",0.2
"20K38341004",0.18
"20K38341001",0.14
"20K38341002",0.15
"20K38341003",0.16
"20K38341013",0.22
"20K38300405",0.2
"20K38300404",0.18
"20K38300401",0.14
"20K38300402",0.15
"20K38300403",0.16
"20K38300413",0.22
"20K38323505",0.2
"20K38323504",0.18
"20K38323501",0.14
"20K38323502",0.15
"20K38323503",0.16
"20K38323513",0.22
"20K38300305",0.2
"20K38300304",0.18
"20K38300301",0.14
"20K38300302",0.15
"20K38300303",0.16
"20K38300313",0.22
"20K38334805",0.2
"20K38334804",0.18
"20K38334801",0.14
"20K38334802",0.15
"20K38334803",0.16
"20K38334813",0.22
"20K38307205",0.2
"20K38307204",0.18
"20K38307201",0.14
"20K38307202",0.15
"20K38307203",0.16
"20K38307213",0.22
"20K38367005",0.2
"20K38367004",0.18
"20K38367001",0.14
"20K38367002",0.15
"20K38367003",0.16
"20K38367013",0.22
"20K38300205",0.2
"20K38300204",0.18
"20K38300201",0.14
"20K38300202",0.15
"20K38300203",0.16
"20K38300213",0.22
"20K38300105",0.2
"20K38300104",0.18
"20K38300101",0.14
"20K38300102",0.15
"20K38300103",0.16
"20K38300113",0.22
"20K38205405",0.2
"20K38205404",0.17
"20K38205401",0.14
"20K38205402",0.17
"20K38205403",0.17
"20K38205413",0.2
"20K38235005",0.2
"20K38235004",0.17
"20K38235001",0.14
"20K38235002",0.17
"20K38235003",0.17
"20K38235013",0.2
"20K38212205",0.2
"20K38212204",0.17
"20K38212201",0.14
"20K38212202",0.17
"20K38212203",0.17
"20K38212213",0.2
"20K38231005",0.2
"20K38231004",0.17
"20K38231001",0.14
"20K38231002",0.17
"20K38231003",0.17
"20K38231013",0.2
"20K38207405",0.2
"20K38207404",0.17
"20K38207401",0.14
"20K38207402",0.17
"20K38207403",0.17
"20K38207413",0.2
"20K382i4305",0.2
"20K382i4304",0.17
"20K382i4301",0.14
"20K382i4302",0.17
"20K382i4303",0.17
"20K382i4313",0.2
"20K38239805",0.2
"20K38239804",0.17
"20K38239801",0.14
"20K38239802",0.17
"20K38239803",0.17
"20K38239813",0.2
"20K38252005",0.2
"20K38252004",0.17
"20K38252001",0.14
"20K38252002",0.17
"20K38252003",0.17
"20K38252013",0.2
"20K38214005",0.2
"20K38214004",0.17
"20K38214001",0.14
"20K38214002",0.17
"20K38214003",0.17
"20K38214013",0.2
"20K38220005",0.2
"20K38220004",0.17
"20K38220001",0.14
"20K38220002",0.17
"20K38220003",0.17
"20K38220013",0.2
"20K38241005",0.2
"20K38241004",0.17
"20K38241001",0.14
"20K38241002",0.17
"20K38241003",0.17
"20K38241013",0.2
"20K38200405",0.2
"20K38200404",0.17
"20K38200401",0.14
"20K38200402",0.17
"20K38200403",0.17
"20K38200413",0.2
"20K38223505",0.2
"20K38223504",0.17
"20K38223501",0.14
"20K38223502",0.17
"20K38223503",0.17
"20K38223513",0.2
"20K38200305",0.2
"20K38200304",0.17
"20K38200301",0.14
"20K38200302",0.17
"20K38200303",0.17
"20K38200313",0.2
"20K38234805",0.2
"20K38234804",0.17
"20K38234801",0.14
"20K38234802",0.17
"20K38234803",0.17
"20K38234813",0.2
"20K38207205",0.2
"20K38207204",0.17
"20K38207201",0.14
"20K38207202",0.17
"20K38207203",0.17
"20K38207213",0.2
"20K38267005",0.2
"20K38267004",0.17
"20K38267001",0.14
"20K38267002",0.17
"20K38267003",0.17
"20K38267013",0.2
"20K38200205",0.2
"20K38200204",0.17
"20K38200201",0.14
"20K38200202",0.17
"20K38200203",0.17
"20K38200213",0.2
"20K38200105",0.2
"20K38200104",0.17
"20K38200101",0.14
"20K38200102",0.17
"20K38200103",0.17
"20K38200113",0.2
"20K38105405",0.15
"20K38105404",0.13
"20K38105401",0.11
"20K38105402",0.11
"20K38105403",0.13
"20K38105413",0.15
"20K38135005",0.15
"20K38135004",0.13
"20K38135001",0.11
"20K38135002",0.11
"20K38135003",0.13
"20K38135013",0.15
"20K38112205",0.15
"20K38112204",0.13
"20K38112201",0.11
"20K38112202",0.11
"20K38112203",0.13
"20K38112213",0.15
"20K38131005",0.15
"20K38131004",0.13
"20K38131001",0.11
"20K38131002",0.11
"20K38131003",0.13
"20K38131013",0.15
"20K38107405",0.15
"20K38107404",0.13
"20K38107401",0.11
"20K38107402",0.11
"20K38107403",0.13
"20K38107413",0.15
"20K381i4305",0.15
"20K381i4304",0.13
"20K381i4301",0.11
"20K381i4302",0.11
"20K381i4303",0.13
"20K381i4313",0.15
"20K38139805",0.15
"20K38139804",0.13
"20K38139801",0.11
"20K38139802",0.11
"20K38139803",0.13
"20K38139813",0.15
"20K38152005",0.15
"20K38152004",0.13
"20K38152001",0.11
"20K38152002",0.11
"20K38152003",0.13
"20K38152013",0.15
"20K38114005",0.15
"20K38114004",0.13
"20K38114001",0.11
"20K38114002",0.11
"20K38114003",0.13
"20K38114013",0.15
"20K38120005",0.15
"20K38120004",0.13
"20K38120001",0.11
"20K38120002",0.11
"20K38120003",0.13
"20K38120013",0.15
"20K38141005",0.15
"20K38141004",0.13
"20K38141001",0.11
"20K38141002",0.11
"20K38141003",0.13
"20K38141013",0.15
"20K38100405",0.15
"20K38100404",0.13
"20K38100401",0.11
"20K38100402",0.11
"20K38100403",0.13
"20K38100413",0.15
"20K38123505",0.15
"20K38123504",0.13
"20K38123501",0.11
"20K38123502",0.11
"20K38123503",0.13
"20K38123513",0.15
"20K38100305",0.15
"20K38100304",0.13
"20K38100301",0.11
"20K38100302",0.11
"20K38100303",0.13
"20K38100313",0.15
"20K38134805",0.15
"20K38134804",0.13
"20K38134801",0.11
"20K38134802",0.11
"20K38134803",0.13
"20K38134813",0.15
"20K38107205",0.15
"20K38107204",0.13
"20K38107201",0.11
"20K38107202",0.11
"20K38107203",0.13
"20K38107213",0.15
"20K38167005",0.15
"20K38167004",0.13
"20K38167001",0.11
"20K38167002",0.11
"20K38167003",0.13
"20K38167013",0.15
"20K38100205",0.15
"20K38100204",0.13
"20K38100201",0.11
"20K38100202",0.11
"20K38100203",0.13
"20K38100213",0.15
"20K38100105",0.15
"20K38100104",0.13
"20K38100101",0.11
"20K38100102",0.11
"20K38100103",0.13
"20K38100113",0.15
"20K38005405",0.15
"20K38005404",0.14
"20K38005401",0.1
"20K38005402",0.12
"20K38005403",0.12
"20K38005413",0.15
"20K38035005",0.15
"20K38035004",0.14
"20K38035001",0.1
"20K38035002",0.12
"20K38035003",0.12
"20K38035013",0.15
"20K38012205",0.15
"20K38012204",0.14
"20K38012201",0.1
"20K38012202",0.12
"20K38012203",0.12
"20K38012213",0.15
"20K38031005",0.15
"20K38031004",0.14
"20K38031001",0.1
"20K38031002",0.12
"20K38031003",0.12
"20K38031013",0.15
"20K38007405",0.15
"20K38007404",0.14
"20K38007401",0.1
"20K38007402",0.12
"20K38007403",0.12
"20K38007413",0.15
"20K380i4305",0.15
"20K380i4304",0.14
"20K380i4301",0.1
"20K380i4302",0.12
"20K380i4303",0.12
"20K380i4313",0.15
"20K38039805",0.15
"20K38039804",0.14
"20K38039801",0.1
"20K38039802",0.12
"20K38039803",0.12
"20K38039813",0.15
"20K38052005",0.15
"20K38052004",0.14
"20K38052001",0.1
"20K38052002",0.12
"20K38052003",0.12
"20K38052013",0.15
"20K38014005",0.15
"20K38014004",0.14
"20K38014001",0.1
"20K38014002",0.12
"20K38014003",0.12
"20K38014013",0.15
"20K38020005",0.15
"20K38020004",0.14
"20K38020001",0.1
"20K38020002",0.12
"20K38020003",0.12
"20K38020013",0.15
"20K38041005",0.15
"20K38041004",0.14
"20K38041001",0.1
"20K38041002",0.12
"20K38041003",0.12
"20K38041013",0.15
"20K38000405",0.15
"20K38000404",0.14
"20K38000401",0.1
"20K38000402",0.12
"20K38000403",0.12
"20K38000413",0.15
"20K38023505",0.15
"20K38023504",0.14
"20K38023501",0.1
"20K38023502",0.12
"20K38023503",0.12
"20K38023513",0.15
"20K38000305",0.15
"20K38000304",0.14
"20K38000301",0.1
"20K38000302",0.12
"20K38000303",0.12
"20K38000313",0.15
"20K38034805",0.15
"20K38034804",0.14
"20K38034801",0.1
"20K38034802",0.12
"20K38034803",0.12
"20K38034813",0.15
"20K38007205",0.15
"20K38007204",0.14
"20K38007201",0.1
"20K38007202",0.12
"20K38007203",0.12
"20K38007213",0.15
"20K38067005",0.15
"20K38067004",0.14
"20K38067001",0.1
"20K38067002",0.12
"20K38067003",0.12
"20K38067013",0.15
"20K38000205",0.15
"20K38000204",0.14
"20K38000201",0.1
"20K38000202",0.12
"20K38000203",0.12
"20K38000213",0.15
"20K38000105",0.15
"20K38000104",0.14
"20K38000101",0.1
"20K38000102",0.12
"20K38000103",0.12
"20K38000113",0.15
"20K36100205",0.1
"20K36100204",0.1
"20K36100203",0.1
"20K36100202",0.1
"20K36100201",0.1
"20K36100200",0.1
"20K36100105",0.1
"20K36100104",0.1
"20K36100103",0.1
"20K36100102",0.1
"20K36100101",0.1
"20K36100100",0.1
"20K35905405",0.26
"20K35905404",0.23
"20K35905401",0.19
"20K35905402",0.2
"20K35905403",0.22
"20K35905414",0.31
"20K35905413",0.29
"20K35935005",0.26
"20K35935004",0.23
"20K35935001",0.19
"20K35935002",0.2
"20K35935003",0.22
"20K35935014",0.31
"20K35935013",0.29
"20K35912205",0.26
"20K35912204",0.23
"20K35912201",0.19
"20K35912202",0.2
"20K35912203",0.22
"20K35912214",0.31
"20K35912213",0.29
"20K35931005",0.26
"20K35931004",0.23
"20K35931001",0.19
"20K35931002",0.2
"20K35931003",0.22
"20K35931014",0.31
"20K35931013",0.29
"20K35907405",0.26
"20K35907404",0.23
"20K35907401",0.19
"20K35907402",0.2
"20K35907403",0.22
"20K35907414",0.31
"20K35907413",0.29
"20K359i4305",0.26
"20K359i4304",0.23
"20K359i4301",0.19
"20K359i4302",0.2
"20K359i4303",0.22
"20K359i4314",0.31
"20K359i4313",0.29
"20K35939805",0.26
"20K35939804",0.23
"20K35939801",0.19
"20K35939802",0.2
"20K35939803",0.22
"20K35939814",0.31
"20K35939813",0.29
"20K35952005",0.26
"20K35952004",0.23
"20K35952001",0.19
"20K35952002",0.2
"20K35952003",0.22
"20K35952014",0.31
"20K35952013",0.29
"20K35914005",0.26
"20K35914004",0.23
"20K35914001",0.19
"20K35914002",0.2
"20K35914003",0.22
"20K35914014",0.31
"20K35914013",0.29
"20K35920005",0.26
"20K35920004",0.23
"20K35920001",0.19
"20K35920002",0.2
"20K35920003",0.22
"20K35920014",0.31
"20K35920013",0.29
"20K35941005",0.26
"20K35941004",0.23
"20K35941001",0.19
"20K35941002",0.2
"20K35941003",0.22
"20K35941014",0.31
"20K35941013",0.29
"20K35900405",0.26
"20K35900404",0.23
"20K35900401",0.19
"20K35900402",0.2
"20K35900403",0.22
"20K35900414",0.31
"20K35900413",0.29
"20K35923505",0.26
"20K35923504",0.23
"20K35923501",0.19
"20K35923502",0.2
"20K35923503",0.22
"20K35923514",0.31
"20K35923513",0.29
"20K35900305",0.26
"20K35900304",0.23
"20K35900301",0.19
"20K35900302",0.2
"20K35900303",0.22
"20K35900314",0.31
"20K35900313",0.29
"20K35934805",0.26
"20K35934804",0.23
"20K35934801",0.19
"20K35934802",0.2
"20K35934803",0.22
"20K35934814",0.31
"20K35934813",0.29
"20K35907205",0.26
"20K35907204",0.23
"20K35907201",0.19
"20K35907202",0.2
"20K35907203",0.22
"20K35907214",0.31
"20K35907213",0.29
"20K35967005",0.26
"20K35967004",0.23
"20K35967001",0.19
"20K35967002",0.2
"20K35967003",0.22
"20K35967014",0.31
"20K35967013",0.29
"20K35900205",0.26
"20K35900204",0.23
"20K35900201",0.19
"20K35900202",0.2
"20K35900203",0.22
"20K35900214",0.31
"20K35900213",0.29
"20K35900105",0.26
"20K35900104",0.23
"20K35900101",0.19
"20K35900102",0.2
"20K35900103",0.22
"20K35900114",0.31
"20K35900113",0.29
"20K35805405",0.27
"20K35805404",0.25
"20K35805401",0.2
"20K35805402",0.2
"20K35805403",0.23
"20K35805414",0.32
"20K35805413",0.3
"20K35835005",0.27
"20K35835004",0.25
"20K35835001",0.2
"20K35835002",0.2
"20K35835003",0.23
"20K35835014",0.32
"20K35835013",0.3
"20K35812205",0.27
"20K35812204",0.25
"20K35812201",0.2
"20K35812202",0.2
"20K35812203",0.23
"20K35812214",0.32
"20K35812213",0.3
"20K35831005",0.27
"20K35831004",0.25
"20K35831001",0.2
"20K35831002",0.2
"20K35831003",0.23
"20K35831014",0.32
"20K35831013",0.3
"20K358i4305",0.27
"20K358i4304",0.25
"20K358i4301",0.2
"20K358i4302",0.2
"20K358i4303",0.23
"20K358i4314",0.32
"20K358i4313",0.3
"20K35839805",0.27
"20K35839804",0.25
"20K35839801",0.2
"20K35839802",0.2
"20K35839803",0.23
"20K35839814",0.32
"20K35839813",0.3
"20K35852005",0.27
"20K35852004",0.25
"20K35852001",0.2
"20K35852002",0.2
"20K35852003",0.23
"20K35852014",0.32
"20K35852013",0.3
"20K35814005",0.27
"20K35814004",0.25
"20K35814001",0.2
"20K35814002",0.2
"20K35814003",0.23
"20K35814014",0.32
"20K35814013",0.3
"20K35820005",0.27
"20K35820004",0.25
"20K35820001",0.2
"20K35820002",0.2
"20K35820003",0.23
"20K35820014",0.32
"20K35820013",0.3
"20K35841005",0.27
"20K35841004",0.25
"20K35841001",0.2
"20K35841002",0.2
"20K35841003",0.23
"20K35841014",0.32
"20K35841013",0.3
"20K35800405",0.27
"20K35800404",0.25
"20K35800401",0.2
"20K35800402",0.2
"20K35800403",0.23
"20K35800414",0.32
"20K35800413",0.3
"20K35823505",0.27
"20K35823504",0.25
"20K35823501",0.2
"20K35823502",0.2
"20K35823503",0.23
"20K35823514",0.32
"20K35823513",0.3
"20K35800305",0.27
"20K35800304",0.25
"20K35800301",0.2
"20K35800302",0.2
"20K35800303",0.23
"20K35800314",0.32
"20K35800313",0.3
"20K35834805",0.27
"20K35834804",0.25
"20K35834801",0.2
"20K35834802",0.2
"20K35834803",0.23
"20K35834814",0.32
"20K35834813",0.3
"20K35807205",0.27
"20K35807204",0.25
"20K35807201",0.2
"20K35807202",0.2
"20K35807203",0.23
"20K35807214",0.32
"20K35807213",0.3
"20K35867005",0.27
"20K35867004",0.25
"20K35867001",0.2
"20K35867002",0.2
"20K35867003",0.23
"20K35867014",0.32
"20K35867013",0.3
"20K35800205",0.27
"20K35800204",0.25
"20K35800201",0.2
"20K35800202",0.2
"20K35800203",0.23
"20K35800214",0.32
"20K35800213",0.3
"20K35800105",0.27
"20K35800104",0.25
"20K35800101",0.2
"20K35800102",0.2
"20K35800103",0.23
"20K35800114",0.32
"20K35800113",0.3
"20K35807405",0.27
"20K35807404",0.25
"20K35807401",0.2
"20K35807402",0.2
"20K35807403",0.23
"20K35807414",0.32
"20K35807413",0.3
"20K35705405",0.22
"20K35705404",0.19
"20K35705401",0.14
"20K35705402",0.16
"20K35705403",0.19
"20K35705414",0.26
"20K35705413",0.25
"20K35735005",0.22
"20K35735004",0.19
"20K35735001",0.14
"20K35735002",0.16
"20K35735003",0.19
"20K35735014",0.26
"20K35735013",0.25
"20K35712205",0.22
"20K35712204",0.19
"20K35712201",0.14
"20K35712202",0.16
"20K35712203",0.19
"20K35712214",0.26
"20K35712213",0.25
"20K35731005",0.22
"20K35731004",0.19
"20K35731001",0.14
"20K35731002",0.16
"20K35731003",0.19
"20K35731014",0.26
"20K35731013",0.25
"20K35707405",0.22
"20K35707404",0.19
"20K35707401",0.14
"20K35707402",0.16
"20K35707403",0.19
"20K35707414",0.26
"20K35707413",0.25
"20K357i4305",0.22
"20K357i4304",0.19
"20K357i4301",0.14
"20K357i4302",0.16
"20K357i4303",0.19
"20K357i4314",0.26
"20K357i4313",0.25
"20K35739805",0.22
"20K35739804",0.19
"20K35739801",0.14
"20K35739802",0.16
"20K35739803",0.19
"20K35739814",0.26
"20K35739813",0.25
"20K35752005",0.22
"20K35752004",0.19
"20K35752001",0.14
"20K35752002",0.16
"20K35752003",0.19
"20K35752014",0.26
"20K35752013",0.25
"20K35714005",0.22
"20K35714004",0.19
"20K35714001",0.14
"20K35714002",0.16
"20K35714003",0.19
"20K35714014",0.26
"20K35714013",0.25
"20K35720005",0.22
"20K35720004",0.19
"20K35720001",0.14
"20K35720002",0.16
"20K35720003",0.19
"20K35720014",0.26
"20K35720013",0.25
"20K35741005",0.22
"20K35741004",0.19
"20K35741001",0.14
"20K35741002",0.16
"20K35741003",0.19
"20K35741014",0.26
"20K35741013",0.25
"20K35700405",0.22
"20K35700404",0.19
"20K35700401",0.14
"20K35700402",0.16
"20K35700403",0.19
"20K35700414",0.26
"20K35700413",0.25
"20K35723505",0.22
"20K35723504",0.19
"20K35723501",0.14
"20K35723502",0.16
"20K35723503",0.19
"20K35723514",0.26
"20K35723513",0.25
"20K35700305",0.22
"20K35700304",0.19
"20K35700301",0.14
"20K35700302",0.16
"20K35700303",0.19
"20K35700314",0.26
"20K35700313",0.25
"20K35734805",0.22
"20K35734804",0.19
"20K35734801",0.14
"20K35734802",0.16
"20K35734803",0.19
"20K35734814",0.26
"20K35734813",0.25
"20K35707205",0.22
"20K35707204",0.19
"20K35707201",0.14
"20K35707202",0.16
"20K35707203",0.19
"20K35707214",0.26
"20K35707213",0.25
"20K35767005",0.22
"20K35767004",0.19
"20K35767001",0.14
"20K35767002",0.16
"20K35767003",0.19
"20K35767014",0.26
"20K35767013",0.25
"20K35700205",0.22
"20K35700204",0.19
"20K35700201",0.14
"20K35700202",0.16
"20K35700203",0.19
"20K35700214",0.26
"20K35700213",0.25
"20K35700105",0.22
"20K35700104",0.19
"20K35700101",0.14
"20K35700102",0.16
"20K35700103",0.19
"20K35700114",0.26
"20K35700113",0.25
"20K35605405",0.2
"20K35605404",0.19
"20K35605401",0.14
"20K35605402",0.18
"20K35605403",0.18
"20K35605414",0.23
"20K35605413",0.21
"20K35635005",0.2
"20K35635004",0.19
"20K35635001",0.14
"20K35635002",0.18
"20K35635003",0.18
"20K35635014",0.23
"20K35635013",0.21
"20K35612205",0.2
"20K35612204",0.19
"20K35612201",0.14
"20K35612202",0.18
"20K35612203",0.18
"20K35612214",0.23
"20K35612213",0.21
"20K35631005",0.2
"20K35631004",0.19
"20K35631001",0.14
"20K35631002",0.18
"20K35631003",0.18
"20K35631014",0.23
"20K35631013",0.21
"20K35607405",0.2
"20K35607404",0.19
"20K35607401",0.14
"20K35607402",0.18
"20K35607403",0.18
"20K35607414",0.23
"20K35607413",0.21
"20K356i4305",0.2
"20K356i4304",0.19
"20K356i4301",0.14
"20K356i4302",0.18
"20K356i4303",0.18
"20K356i4314",0.23
"20K356i4313",0.21
"20K35639805",0.2
"20K35639804",0.19
"20K35639801",0.14
"20K35639802",0.18
"20K35639803",0.18
"20K35639814",0.23
"20K35639813",0.21
"20K35652005",0.2
"20K35652004",0.19
"20K35652001",0.14
"20K35652002",0.18
"20K35652003",0.18
"20K35652014",0.23
"20K35652013",0.21
"20K35614005",0.2
"20K35614004",0.19
"20K35614001",0.14
"20K35614002",0.18
"20K35614003",0.18
"20K35614014",0.23
"20K35614013",0.21
"20K35620005",0.2
"20K35620004",0.19
"20K35620001",0.14
"20K35620002",0.18
"20K35620003",0.18
"20K35620014",0.23
"20K35620013",0.21
"20K35641005",0.2
"20K35641004",0.19
"20K35641001",0.14
"20K35641002",0.18
"20K35641003",0.18
"20K35641014",0.23
"20K35641013",0.21
"20K35600405",0.2
"20K35600404",0.19
"20K35600401",0.14
"20K35600402",0.18
"20K35600403",0.18
"20K35600414",0.23
"20K35600413",0.21
"20K35623505",0.2
"20K35623504",0.19
"20K35623501",0.14
"20K35623502",0.18
"20K35623503",0.18
"20K35623514",0.23
"20K35623513",0.21
"20K35600305",0.2
"20K35600304",0.19
"20K35600301",0.14
"20K35600302",0.18
"20K35600303",0.18
"20K35600314",0.23
"20K35600313",0.21
"20K35634805",0.2
"20K35634804",0.19
"20K35634801",0.14
"20K35634802",0.18
"20K35634803",0.18
"20K35634814",0.23
"20K35634813",0.21
"20K35607205",0.2
"20K35607204",0.19
"20K35607201",0.14
"20K35607202",0.18
"20K35607203",0.18
"20K35607214",0.23
"20K35607213",0.21
"20K35667005",0.2
"20K35667004",0.19
"20K35667001",0.14
"20K35667002",0.18
"20K35667003",0.18
"20K35667014",0.23
"20K35667013",0.21
"20K35600205",0.2
"20K35600204",0.19
"20K35600201",0.14
"20K35600202",0.18
"20K35600203",0.18
"20K35600214",0.23
"20K35600213",0.21
"20K35600105",0.2
"20K35600104",0.19
"20K35600101",0.14
"20K35600102",0.18
"20K35600103",0.18
"20K35600114",0.23
"20K35600113",0.21
"20K34081313",0.24
"20K340a0413",0.24
"20K34038513",0.24
"20K34087613",0.24
"20K34019713",0.24
"20K34098013",0.24
"20K34035213",0.24
"20K34065113",0.24
"20K34096313",0.24
"20K34081301",0.16
"20K34081305",0.22
