"sku","teza"
"01W04Wx3702",0.41
"01W04Wx3703",0.45
"01W04Wx3704",0.47
"01W04Wx3705",0.49
"01W04Wx3800",0.33
"01W04Wx3801",0.39
"01W04Wx3802",0.41
"01W04Wx3803",0.45
"01W04Wx3804",0.47
"01W04Wx3805",0.49
"01W04Wx3900",0.33
"01W04Wx3901",0.39
"01W04Wx3902",0.41
"01W04Wx3903",0.45
"01W04Wx3904",0.47
"01W04Wx3905",0.49
"01W04Wx4000",0.33
"01W04Wx4001",0.39
"01W04Wx4002",0.41
"01W04Wx4003",0.45
"01W04Wx4004",0.47
"01W04Wx4005",0.49
"01W04Wx4100",0.33
"01W04Wx4101",0.39
"01W04Wx4102",0.41
"01W04Wx4103",0.45
"01W04Wx4104",0.47
"01W04Wx4105",0.49
"01W04Wx4300",0.33
"01W04Wx4301",0.39
"01W04Wx4302",0.41
"01W04Wx4303",0.45
"01W04Wx4304",0.47
"01W04Wx4305",0.49
"01W04Wx4400",0.33
"01W04Wx4401",0.39
"01W04Wx4402",0.41
"01W04Wx4403",0.45
"01W04Wx4404",0.47
"01W04Wx4405",0.49
"01W04Wx4500",0.33
"01W04Wx4501",0.39
"01W04Wx4502",0.41
"01W04Wx4503",0.45
"01W04Wx4504",0.47
"01W04Wx4505",0.49
"01W04Wx4600",0.33
"01W04Wx4601",0.39
"01W04Wx4602",0.41
"01W04Wx4603",0.45
"01W04Wx4604",0.47
"01W04Wx4605",0.49
"01W04Wx4700",0.33
"01W04Wx4701",0.39
"01W04Wx4702",0.41
"01W04Wx4703",0.45
"01W04Wx4704",0.47
"01W04Wx4705",0.49
"01W04Wx4800",0.33
"01W04Wx4801",0.39
"01W04Wx4802",0.41
"01W04Wx4803",0.45
"01W04Wx4804",0.47
"01W04Wx4805",0.49
"01W04Wx5000",0.33
"01W04Wx5001",0.39
"01W04Wx5002",0.41
"01W04Wx5003",0.45
"01W04Wx5004",0.47
"01W04Wx5005",0.49
"01W32B00100",0.26
"01W32B00101",0.28
"01W32B00102",0.31
"01W32B00103",0.33
"01W32B00104",0.35
"01W32B00105",0.37
"01W32B00300",0.26
"01W32B00301",0.28
"01W32B00302",0.31
"01W32B00303",0.33
"01W32B00304",0.35
"01W32B00305",0.37
"01W32B00400",0.26
"01W32B00401",0.28
"01W32B00402",0.31
"01W32B00403",0.33
"01W32B00404",0.35
"01W32B00405",0.37
"01W32B04700",0.26
"01W32B04701",0.28
"01W32B04702",0.31
"01W32B04703",0.33
"01W32B04704",0.35
"01W32B04705",0.37
"01W32B07400",0.26
"01W32B07401",0.28
"01W32B07402",0.31
"01W32B07403",0.33
"01W32B07404",0.35
"01W32B07405",0.37
"01W32B09300",0.26
"01W32B09301",0.28
"01W32B09302",0.31
"01W32B09303",0.33
"01W32B09304",0.35
"01W32B09305",0.37
"01W32B12200",0.26
"01W32B12201",0.28
"01W32B12202",0.31
"01W32B12203",0.33
"01W32B12204",0.35
"01W32B12205",0.37
"01W32B37000",0.26
"01W32B37001",0.28
"01W32B37002",0.31
"01W32B37003",0.33
"01W32B37004",0.35
"01W32B37005",0.37
"01W32B45000",0.26
"01W32B45001",0.28
"01W32B45002",0.31
"01W32B45003",0.33
"01W32B45004",0.35
"01W32B45005",0.37
"01W32B56900",0.26
"01W32B56901",0.28
"01W32B56902",0.31
"01W32B56903",0.33
"01W32B56904",0.35
"01W32B56905",0.37
"01W32B61000",0.26
"01W32B61001",0.28
"01W32B61002",0.31
"01W32B61003",0.33
"01W32B61004",0.35
"01W32B61005",0.37
"01W32Ba9700",0.26
"01W32Ba9701",0.28
"01W32Ba9702",0.31
"01W32Ba9703",0.33
"01W32Ba9704",0.35
"01W32Ba9705",0.37
"01W32Bm1700",0.26
"01W32Bm1701",0.28
"01W32Bm1702",0.31
"01W32Bm1703",0.33
"01W32Bm1704",0.35
"01W32Bm1705",0.37
"01W32Bu3300",0.26
"01W32Bu3301",0.28
"01W32Bu3302",0.31
"01W32Bu3303",0.33
"01W32Bu3304",0.35
"01W32Bu3305",0.37
"01W32Bu3400",0.26
"01W32Bu3401",0.28
"01W32Bu3402",0.31
"01W32Bu3403",0.33
"01W32Bu3404",0.35
"01W32Bu3405",0.37
"01W32Bu3800",0.26
"01W32Bu3801",0.28
"01W32Bu3802",0.31
"01W32Bu3803",0.33
"01W32Bu3804",0.35
"01W32Bu3805",0.37
"01W32Bx3700",0.26
"01W32Bx3701",0.28
"01W32Bx3702",0.31
"01W32Bx3703",0.33
"01W32Bx3704",0.35
"01W32Bx3705",0.37
"01W32Bx5100",0.26
"01W32Bx5101",0.28
"01W32Bx5102",0.31
"01W32Bx5103",0.33
"01W32Bx5104",0.35
"01W32Bx5105",0.37
"01W32Bx5200",0.26
"01W32Bx5201",0.28
"01W32Bx5202",0.31
"01W32Bx5203",0.33
"01W32Bx5204",0.35
"01W32Bx5205",0.37
"01W32Bx5300",0.26
"01W32Bx5301",0.28
"01W32Bx5302",0.31
"01W32Bx5303",0.33
"01W32Bx5304",0.35
"01W32Bx5305",0.37
"01W32Bx5400",0.26
"01W32Bx5401",0.28
"01W32Bx5402",0.31
"01W32Bx5403",0.33
"01W32Bx5404",0.35
"01W32Bx5405",0.37
"01W34B00100",0.39
"01W34B00101",0.42
"01W34B00102",0.43
"01W34B00103",0.48
"01W34B00104",0.51
"01W34B00105",0.54
"01W34B00300",0.39
"01W34B00301",0.42
"01W34B00302",0.43
"01W34B00303",0.48
"01W34B00304",0.51
"01W34B00305",0.54
"01W34B00400",0.39
"01W34B00401",0.42
"01W34B00402",0.43
"01W34B00403",0.48
"01W34B00404",0.51
"01W34B00405",0.54
"01W34B04700",0.39
"01W34B04701",0.42
"01W34B04702",0.43
"01W34B04703",0.48
"01W34B04704",0.51
"01W34B04705",0.54
"01W34B07400",0.39
"01W34B07401",0.42
"01W34B07402",0.43
"01W34B07403",0.48
"01W34B07404",0.51
"01W34B07405",0.54
"01W34B09300",0.39
"01W34B09301",0.42
"01W34B09302",0.43
"01W34B09303",0.48
"01W34B09304",0.51
"01W34B09305",0.54
"01W34B12200",0.39
"01W34B12201",0.42
"01W34B12202",0.43
"01W34B12203",0.48
"01W34B12204",0.51
"01W34B12205",0.54
"01W34B37000",0.39
"01W34B37001",0.42
"01W34B37002",0.43
"01W34B37003",0.48
"01W34B37004",0.51
"01W34B37005",0.54
"01W34B45000",0.39
"01W34B45001",0.42
"01W34B45002",0.43
"01W34B45003",0.48
"01W34B45004",0.51
"01W34B45005",0.54
"01W34B56900",0.39
"01W34B56901",0.42
"01W34B56902",0.43
"01W34B56903",0.48
"01W34B56904",0.51
"01W34B56905",0.54
"01W34B61000",0.39
"01W34B61001",0.42
"01W34B61002",0.43
"01W34B61003",0.48
"01W34B61004",0.51
"01W34B61005",0.54
"01W34Ba9700",0.39
"01W34Ba9701",0.42
"01W34Ba9702",0.43
"01W34Ba9703",0.48
"01W34Ba9704",0.51
"01W34Ba9705",0.54
"01W34Bm1700",0.39
"01W34Bm1701",0.42
"01W34Bm1702",0.43
"01W34Bm1703",0.48
"01W34Bm1704",0.51
"01W34Bm1705",0.54
"01W34Bu3300",0.39
"01W34Bu3301",0.42
"01W34Bu3302",0.43
"01W34Bu3303",0.48
"01W34Bu3304",0.51
"01W34Bu3305",0.54
"01W34Bu3400",0.39
"01W34Bu3401",0.42
"01W34Bu3402",0.43
"01W34Bu3403",0.48
"01W34Bu3404",0.51
"01W34Bu3405",0.54
"01W34Bu3800",0.39
"01W34Bu3801",0.42
"01W34Bu3802",0.43
"01W34Bu3803",0.48
"01W34Bu3804",0.51
"01W34Bu3805",0.54
"01W34Bx3700",0.39
"01W34Bx3701",0.42
"01W34Bx3702",0.43
"01W34Bx3703",0.48
"01W34Bx3704",0.51
"01W34Bx3705",0.54
"01W34Bx5100",0.39
"01W34Bx5101",0.42
"01W34Bx5102",0.43
"01W34Bx5103",0.48
"01W34Bx5104",0.51
"01W34Bx5105",0.54
"01W34Bx5200",0.39
"01W34Bx5201",0.42
"01W34Bx5202",0.43
"01W34Bx5203",0.48
"01W34Bx5204",0.51
"01W34Bx5205",0.54
"01W34Bx5300",0.39
"01W34Bx5301",0.42
"01W34Bx5302",0.43
"01W34Bx5303",0.48
"01W34Bx5304",0.51
"01W34Bx5305",0.54
"01W34Bx5400",0.39
"01W34Bx5401",0.42
"01W34Bx5402",0.43
"01W34Bx5403",0.48
"01W34Bx5404",0.51
"01W34Bx5405",0.54
"01W36B00100",0.43
"01W36B00101",0.45
"01W36B00102",0.48
"01W36B00103",0.51
"01W36B00104",0.55
"01W36B00105",0.57
"01W36B00300",0.43
"01W36B00301",0.45
"01W36B00302",0.48
"01W36B00303",0.51
"01W36B00304",0.55
"01W36B00305",0.57
"01W36B00400",0.43
"01W36B00401",0.45
"01W36B00402",0.48
"01W36B00403",0.51
"01W36B00404",0.55
"01W36B00405",0.57
"01W36B04700",0.43
"01W36B04701",0.45
"01W36B04702",0.48
"01W36B04703",0.51
"01W36B04704",0.55
"01W36B04705",0.57
"01W36B45000",0.43
"01W36B45001",0.45
"01W36B45002",0.48
"01W36B45003",0.51
"01W36B45004",0.55
"01W36B45005",0.57
"01W36B61000",0.43
"01W36B61001",0.45
"01W36B61002",0.48
"01W36B61003",0.51
"01W36B61004",0.55
"01W36B61005",0.57
"01W36Ba9700",0.43
"01W36Ba9701",0.45
"01W36Ba9702",0.48
"01W36Ba9703",0.51
"01W36Ba9704",0.55
"01W36Ba9705",0.57
"01W36Bm1700",0.43
"01W36Bm1701",0.45
"01W36Bm1702",0.48
"01W36Bm1703",0.51
"01W36Bm1704",0.55
"01W36Bm1705",0.57
"01W36Bu3300",0.43
"01W36Bu3301",0.45
"01W36Bu3302",0.48
"01W36Bu3303",0.51
"01W36Bu3304",0.55
"01W36Bu3305",0.57
"01W36Bu3400",0.43
"01W36Bu3401",0.45
"01W36Bu3402",0.48
"01W36Bu3403",0.51
"01W36Bu3404",0.55
"01W36Bu3405",0.57
"01W36Bx5300",0.43
"01W36Bx5301",0.45
"01W36Bx5302",0.48
"01W36Bx5303",0.51
"01W36Bx5304",0.55
"01W36Bx5305",0.57
"01W45700100",0.15
"01W45700101",0.15
"01W45700102",0.17
"01W45700103",0.19
"01W45700104",0.2
"01W45700105",0.21
"01W45700200",0.15
"01W45700201",0.15
"01W45700202",0.17
"01W45700203",0.19
"01W45700204",0.2
"01W45700205",0.21
"01W45700300",0.15
"01W45700301",0.15
"01W45700302",0.17
"01W45700303",0.19
"01W45700304",0.2
"01W45700305",0.21
"01W45700400",0.15
"01W45700401",0.15
"01W45700402",0.17
"01W45700403",0.19
"01W45700404",0.2
"01W45700405",0.21
"01W45714500",0.15
"01W45714501",0.15
"01W45714502",0.17
"01W45714503",0.19
"01W45714504",0.2
"01W45721000",0.15
"01W45721001",0.15
"01W45721002",0.17
"01W45721003",0.19
"01W45721004",0.2
"01W45723000",0.15
"01W45723001",0.15
"01W45723002",0.17
"01W45723003",0.19
"01W45723004",0.2
"01W45731000",0.15
"01W45731001",0.15
"01W45731002",0.17
"01W45731003",0.19
"01W45731004",0.2
"01W45735000",0.15
"01W45735001",0.15
"01W45735002",0.17
"01W45735003",0.19
"01W45735004",0.2
"01W45737000",0.15
"01W45737001",0.15
"01W45737002",0.17
"01W45737003",0.19
"01W45737004",0.2
"01W45741000",0.15
"01W45741001",0.15
"01W45741002",0.17
"01W45741003",0.19
"01W45741004",0.2
"01W45741005",0.21
"01W45744100",0.15
"01W45744101",0.15
"01W45744102",0.17
"01W45744103",0.19
"01W45744104",0.2
"01W45745000",0.15
"01W45745001",0.15
"01W45745002",0.17
"01W45745003",0.19
"01W45745004",0.2
"01W45745005",0.21
"01W45751000",0.15
"01W45751001",0.15
"01W45751002",0.17
"01W45751003",0.19
"01W45751004",0.2
"01W45752000",0.15
"01W45752001",0.15
"01W45752002",0.17
"01W45752003",0.19
"01W45752004",0.2
"01W45754000",0.15
"01W45754001",0.15
"01W45754002",0.17
"01W45754003",0.19
"01W45754004",0.2
"01W45754005",0.21
"01W45761000",0.15
"01W45761001",0.15
"01W45761002",0.17
"01W45761003",0.19
"01W45761004",0.2
"01W45761005",0.21
"01W45767000",0.15
"01W45767001",0.15
"01W45767002",0.17
"01W45767003",0.19
"01W45767004",0.2
"01W45773200",0.15
"01W45773201",0.15
"01W45773202",0.17
"01W45773203",0.19
"01W45773204",0.2
"01W457k0700",0.15
"01W457k0701",0.15
"01W457k0702",0.17
"01W457k0703",0.19
"01W457k0704",0.2
"01W46100100",0.14
"01W46100101",0.15
"01W46100102",0.17
"01W46100103",0.18
"01W46100104",0.19
"01W46100105",0.2
"01W46100113",0.21
"01W46100200",0.14
"01W46100201",0.15
"01W46100202",0.17
"01W46100203",0.18
"01W46100204",0.19
"01W46100205",0.2
"01W46100213",0.21
"01W46100300",0.14
"01W46100301",0.15
"01W46100302",0.17
"01W46100303",0.18
"01W46100304",0.19
"01W46100305",0.2
"01W46100313",0.21
"01W46100400",0.14
"01W46100401",0.15
"01W46100402",0.17
"01W46100403",0.18
"01W46100404",0.19
"01W46100405",0.2
"01W46104700",0.14
"01W46104701",0.15
"01W46104702",0.17
"01W46104703",0.18
"01W46104704",0.19
"01W46104705",0.2
"01W46109300",0.14
"01W46109301",0.15
"01W46109302",0.17
"01W46109303",0.18
"01W46109304",0.19
"01W46109305",0.2
"01W46111800",0.14
"01W46111801",0.15
"01W46111802",0.17
"01W46111803",0.18
"01W46111804",0.19
"01W46111805",0.2
"01W46135300",0.14
"01W46135301",0.15
"01W46135302",0.17
"01W46135303",0.18
"01W46135304",0.19
"01W46135305",0.2
"01W46137000",0.14
"01W46137001",0.15
"01W46137002",0.17
"01W46137003",0.18
"01W46137004",0.19
"01W46137005",0.2
"01W46145000",0.14
"01W46145001",0.15
"01W46145002",0.17
"01W46145003",0.18
"01W46145004",0.19
"01W46145005",0.2
"01W46145013",0.21
"01W46162000",0.14
"01W46162001",0.15
"01W46162002",0.17
"01W46162003",0.18
"01W46162004",0.19
"01W46162005",0.2
"01W46162013",0.21
"01W46167000",0.14
"01W46167001",0.15
"01W46167002",0.17
"01W46167003",0.18
"01W46167004",0.19
"01W46167005",0.2
"01W46167013",0.21
"01W461l9700",0.14
"01W461l9701",0.15
"01W461l9702",0.17
"01W461l9703",0.18
"01W461l9704",0.19
"01W461l9705",0.2
"01W461u3600",0.14
"01W461u3601",0.15
"01W461u3602",0.17
"01W461u3603",0.18
"01W461u3604",0.19
"01W461u3605",0.2
"01W461u3800",0.14
"01W461u3801",0.15
"01W461u3802",0.17
"01W461u3803",0.18
"01W461u3804",0.19
"01W461u3805",0.2
"01W461x3700",0.14
"01W461x3701",0.15
"01W461x3702",0.17
"01W461x3703",0.18
"01W461x3704",0.19
"01W461x3705",0.2
"01W461zd700",0.14
"01W461zd701",0.15
"01W461zd702",0.17
"01W461zd703",0.18
"01W461zd704",0.19
"01W461zd705",0.2
"01W461zk700",0.14
"01W461zk701",0.15
"01W461zk702",0.17
"01W461zk703",0.18
"01W461zk704",0.19
"01W461zk705",0.2
"01W461zk800",0.14
"01W461zk801",0.15
"01W461zk802",0.17
"01W461zk803",0.18
"01W461zk804",0.19
"01W461zk805",0.2
"01W461zk900",0.14
"01W461zk901",0.15
"01W461zk902",0.17
"01W461zk903",0.18
"01W461zk904",0.19
"01W461zk905",0.2
"01W461zl000",0.14
"01W461zl001",0.15
"01W461zl002",0.17
"01W461zl003",0.18
"01W461zl004",0.19
"01W461zl005",0.2
"01W461zl100",0.14
"01W461zl101",0.15
"01W461zl102",0.17
"01W461zl103",0.18
"01W461zl104",0.19
"01W461zl105",0.2
"01W461zl200",0.14
"01W461zl201",0.15
"01W461zl202",0.17
"01W461zl203",0.18
"01W461zl204",0.19
"01W461zl205",0.2
"01W461zl300",0.14
"01W461zl301",0.15
"01W461zl302",0.17
"01W461zl303",0.18
"01W461zl304",0.19
"01W461zl305",0.2
"01W461zl400",0.14
"01W461zl401",0.15
"01W461zl402",0.17
"01W461zl403",0.18
"01W461zl404",0.19
"01W461zl405",0.2
"01W461zl500",0.14
"01W461zl501",0.15
"01W461zl502",0.17
"01W461zl503",0.18
"01W461zl504",0.19
"01W461zl505",0.2
"01W461zl600",0.14
"01W461zl601",0.15
"01W461zl602",0.17
"01W461zl603",0.18
"01W461zl604",0.19
"01W461zl605",0.2
"01W461zl700",0.14
"01W461zl701",0.15
"01W461zl702",0.17
"01W461zl703",0.18
"01W461zl704",0.19
"01W461zl705",0.2
"01W461zl800",0.14
"01W461zl801",0.15
"01W461zl802",0.17
"01W461zl803",0.18
"01W461zl804",0.19
"01W461zl805",0.2
"01W461zl900",0.14
"01W461zl901",0.15
"01W461zl902",0.17
"01W461zl903",0.18
"01W461zl904",0.19
"01W461zl905",0.2
"01W46200100",0.17
"01W46200101",0.18
"01W46200102",0.19
"01W46200103",0.2
"01W46200104",0.22
"01W46200105",0.23
"01W46200113",0.24
"01W46200200",0.17
"01W46200201",0.18
"01W46200202",0.19
"01W46200203",0.2
"01W46200204",0.22
"01W46200205",0.23
"01W46200213",0.24
"01W46200300",0.17
"01W46200301",0.18
"01W46200302",0.19
"01W46200303",0.2
"01W46200304",0.22
"01W46200305",0.23
"01W46200313",0.24
"01W46200400",0.17
"01W46200401",0.18
"01W46200402",0.19
"01W46200403",0.2
"01W46200404",0.22
"01W46200405",0.23
"01W46204700",0.17
"01W46204701",0.18
"01W46204702",0.19
"01W46204703",0.2
"01W46204704",0.22
"01W46204705",0.23
"01W46235300",0.17
"01W46235301",0.18
"01W46235302",0.19
"01W46235303",0.2
"01W46235304",0.22
"01W46235305",0.23
"01W46237000",0.17
"01W46237001",0.18
"01W46237002",0.19
"01W46237003",0.2
"01W46237004",0.22
"01W46237005",0.23
"01W46245000",0.17
"01W46245001",0.18
"01W46245002",0.19
"01W46245003",0.2
"01W46245004",0.22
"01W46245005",0.23
"01W46262000",0.17
"01W46262001",0.18
"01W46262002",0.19
"01W46262003",0.2
"01W46262004",0.22
"01W46262005",0.23
"01W46262013",0.24
"01W46267000",0.17
"01W46267001",0.18
"01W46267002",0.19
"01W46267003",0.2
"01W46267004",0.22
"01W46267005",0.23
"01W46267013",0.24
"01W462zk700",0.17
"01W462zk701",0.18
"01W462zk702",0.19
"01W462zk703",0.2
"01W462zk704",0.22
"01W462zk705",0.23
"01W462zk800",0.17
"01W462zk801",0.18
"01W462zk802",0.19
"01W462zk803",0.2
"01W462zk804",0.22
"01W462zk805",0.23
"01W462zk900",0.17
"01W462zk901",0.18
"01W462zk902",0.19
"01W462zk903",0.2
"01W462zk904",0.22
"01W462zk905",0.23
"01W462zl400",0.17
"01W462zl401",0.18
"01W462zl402",0.19
"01W462zl403",0.2
"01W462zl404",0.22
"01W462zl405",0.23
"01W462zl700",0.17
"01W462zl701",0.18
"01W462zl702",0.19
"01W462zl703",0.2
"01W462zl704",0.22
"01W462zl705",0.23
"01W46300100",0.15
"01W46300101",0.16
"01W46300102",0.17
"01W46300103",0.19
"01W46300104",0.2
"01W46300105",0.21
"01W46300113",0.22
"01W46300200",0.15
"01W46300201",0.16
"01W46300202",0.17
"01W46300203",0.19
"01W46300204",0.2
"01W46300205",0.21
"01W46300213",0.22
"01W46300300",0.15
"01W46300301",0.16
"01W46300302",0.17
"01W46300303",0.19
"01W46300304",0.2
"01W46300305",0.21
"01W46300313",0.22
"01W46300400",0.15
"01W46300401",0.16
"01W46300402",0.17
"01W46300403",0.19
"01W46300404",0.2
"01W46300405",0.21
"01W46304700",0.15
"01W46304701",0.16
"01W46304702",0.17
"01W46304703",0.19
"01W46304704",0.2
"01W46304705",0.21
"01W46335300",0.15
"01W46335301",0.16
"01W46335302",0.17
"01W46335303",0.19
"01W46335304",0.2
"01W46335305",0.21
"01W46345000",0.15
"01W46345001",0.16
"01W46345002",0.17
"01W46345003",0.19
"01W46345004",0.2
"01W46345005",0.21
"01W46345013",0.22
"01W46362000",0.15
"01W46362001",0.16
"01W46362002",0.17
"01W46362003",0.19
"01W46362004",0.2
"01W46362005",0.21
"01W46362013",0.22
"01W46367000",0.15
"01W46367001",0.16
"01W46367002",0.17
"01W46367003",0.19
"01W46367004",0.2
"01W46367005",0.21
"01W46367013",0.22
"01W463n2800",0.15
"01W463n2801",0.16
"01W463n2802",0.17
"01W463n2803",0.19
"01W463n2804",0.2
"01W463n2805",0.21
"01W463n2900",0.15
"01W463n2901",0.16
"01W463n2902",0.17
"01W463n2903",0.19
"01W463n2904",0.2
"01W463n2905",0.21
"01W463x3700",0.15
"01W463x3701",0.16
"01W463x3702",0.17
"01W463x3703",0.19
"01W463x3704",0.2
"01W463x3705",0.21
"01W463x4000",0.15
"01W463x4001",0.16
"01W463x4002",0.17
"01W463x4003",0.19
"01W463x4004",0.2
"01W463x4005",0.21
"01W463x6100",0.15
"01W463x6101",0.16
"01W463x6102",0.17
"01W463x6103",0.19
"01W463x6104",0.2
"01W463x6105",0.21
"01W463zd700",0.15
"01W463zd701",0.16
"01W463zd702",0.17
"01W463zd703",0.19
"01W463zd704",0.2
"01W463zd705",0.21
"01W463zk700",0.15
"01W463zk701",0.16
"01W463zk702",0.17
"01W463zk703",0.19
"01W463zk704",0.2
"01W463zk705",0.21
"01W463zk800",0.15
"01W463zk801",0.16
"01W463zk802",0.17
"01W463zk803",0.19
"01W463zk804",0.2
"01W463zk805",0.21
"01W463zk900",0.15
"01W463zk901",0.16
"01W463zk902",0.17
"01W463zk903",0.19
"01W463zk904",0.2
"01W463zk905",0.21
"01W463zl000",0.15
"01W463zl001",0.16
"01W463zl002",0.17
"01W463zl003",0.19
"01W463zl004",0.2
"01W463zl005",0.21
"01W463zl100",0.15
"01W463zl101",0.16
"01W463zl102",0.17
"01W463zl103",0.19
"01W463zl104",0.2
"01W463zl105",0.21
"01W463zm000",0.15
"01W463zm001",0.16
"01W463zm002",0.17
"01W463zm003",0.19
"01W463zm004",0.2
"01W463zm005",0.21
"01W463zm100",0.15
"01W463zm101",0.16
"01W463zm102",0.17
"01W463zm103",0.19
"01W463zm104",0.2
"01W463zm105",0.21
"01W463zm200",0.15
"01W463zm201",0.16
"01W463zm202",0.17
"01W463zm203",0.19
"01W463zm204",0.2
"01W463zm205",0.21
"01W463zm300",0.15
"01W463zm301",0.16
"01W463zm302",0.17
"01W463zm303",0.19
"01W463zm304",0.2
"01W463zm305",0.21
"01W463zm400",0.15
"01W463zm401",0.16
"01W463zm402",0.17
"01W463zm403",0.19
"01W463zm404",0.2
"01W463zm405",0.21
"01W463zm500",0.15
"01W463zm501",0.16
"01W463zm502",0.17
"01W463zm503",0.19
"01W463zm504",0.2
"01W463zm505",0.21
"01W463zm600",0.15
"01W463zm601",0.16
"01W463zm602",0.17
"01W463zm603",0.19
"01W463zm604",0.2
"01W463zm605",0.21
"01W463zm700",0.15
"01W463zm701",0.16
"01W463zm702",0.17
"01W463zm703",0.19
"01W463zm704",0.2
"01W463zm705",0.21
"01W463zm800",0.15
"01W463zm801",0.16
"01W463zm802",0.17
"01W463zm803",0.19
"01W463zm804",0.2
"01W463zm805",0.21
"01W463zm900",0.15
"01W463zm901",0.16
"01W463zm902",0.17
"01W463zm903",0.19
"01W463zm904",0.2
"01W463zm905",0.21
"01W46400100",0.21
"01W46400101",0.22
"01W46400102",0.23
"01W46400103",0.24
"01W46400104",0.26
"01W46400105",0.27
"01W46400113",0.28
"01W46400200",0.21
"01W46400201",0.22
"01W46400202",0.23
"01W46400203",0.24
"01W46400204",0.26
"01W46400205",0.27
"01W46400213",0.28
"01W46400300",0.21
"01W46400301",0.22
"01W46400302",0.23
"01W46400303",0.24
"01W46400304",0.26
"01W46400305",0.27
"01W46400313",0.28
"01W46400400",0.21
"01W46400401",0.22
"01W46400402",0.23
"01W46400403",0.24
"01W46400404",0.26
"01W46400405",0.27
"01W46445000",0.21
"01W46445001",0.22
"01W46445002",0.23
"01W46445003",0.24
"01W46445004",0.26
"01W46445005",0.27
"01W46445013",0.28
"01W46462000",0.21
"01W46462001",0.22
"01W46462002",0.23
"01W46462003",0.24
"01W46462004",0.26
"01W46462005",0.27
"01W46462013",0.28
"01W46467000",0.21
"01W46467001",0.22
"01W46467002",0.23
"01W46467003",0.24
"01W46467004",0.26
"01W46467005",0.27
"01W464n2800",0.21
"01W464n2801",0.22
"01W464n2802",0.23
"01W464n2803",0.24
"01W464n2804",0.26
"01W464n2805",0.27
"01W464n2900",0.21
"01W464n2901",0.22
"01W464n2902",0.23
"01W464n2903",0.24
"01W464n2904",0.26
"01W464n2905",0.27
"01W464x4000",0.21
"01W464x4001",0.22
"01W464x4002",0.23
"01W464x4003",0.24
"01W464x4004",0.26
"01W464x4005",0.27
"01W464zk700",0.21
"01W464zk701",0.22
"01W464zk702",0.23
"01W464zk703",0.24
"01W464zk704",0.26
"01W464zk705",0.27
"01W464zm300",0.21
"01W464zm301",0.22
"01W464zm302",0.23
"01W464zm303",0.24
"01W464zm304",0.26
"01W464zm305",0.27
"01W464zm400",0.21
"01W464zm401",0.22
"01W464zm402",0.23
"01W464zm403",0.24
"01W464zm404",0.26
"01W464zm405",0.27
"01W464zm500",0.21
"01W464zm501",0.22
"01W464zm502",0.23
"01W464zm503",0.24
"01W464zm504",0.26
"01W464zm505",0.27
"01W464zm600",0.21
"01W464zm601",0.22
"01W464zm602",0.23
"01W464zm603",0.24
"01W464zm604",0.26
"01W464zm605",0.27
"01W46500100",0.14
"01W46500101",0.15
"01W46500102",0.17
"01W46500103",0.18
"01W46500104",0.19
"01W46500105",0.2
"01W46500113",0.21
"01W46500200",0.14
"01W46500201",0.15
"01W46500202",0.17
"01W46500203",0.18
"01W46500204",0.19
"01W46500205",0.2
"01W46500213",0.21
"01W46500300",0.14
"01W46500301",0.15
"01W46500302",0.17
"01W46500303",0.18
"01W46500304",0.19
"01W46500305",0.2
"01W46500313",0.21
"01W46500400",0.14
"01W46500401",0.15
"01W46500402",0.17
"01W46500403",0.18
"01W46500404",0.19
"01W46500405",0.2
"01W46535300",0.14
"01W46535301",0.15
"01W46535302",0.17
"01W46535303",0.18
"01W46535304",0.19
"01W46535305",0.2
"01W46537000",0.14
"01W46537001",0.15
"01W46537002",0.17
"01W46537003",0.18
"01W46537004",0.19
"01W46537005",0.2
"01W46545000",0.14
"01W46545001",0.15
"01W46545002",0.17
"01W46545003",0.18
"01W46545004",0.19
"01W46545005",0.2
"01W46567000",0.14
"01W46567001",0.15
"01W46567002",0.17
"01W46567003",0.18
"01W46567004",0.19
"01W46567005",0.2
"01W46567013",0.21
"01W465k0700",0.14
"01W465k0701",0.15
"01W465k0702",0.17
"01W465k0703",0.18
"01W465k0704",0.19
"01W465k0705",0.2
"01W465x4300",0.14
"01W465x4301",0.15
"01W465x4302",0.17
"01W465x4303",0.18
"01W465x4304",0.19
"01W465x4305",0.2
"01W465zk700",0.14
"01W465zk701",0.15
"01W465zk702",0.17
"01W465zk703",0.18
"01W465zk704",0.19
"01W465zk705",0.2
"01W465zk800",0.14
"01W465zk801",0.15
"01W465zk802",0.17
"01W465zk803",0.18
"01W465zk804",0.19
"01W465zk805",0.2
"01W465zk900",0.14
"01W465zk901",0.15
"01W465zk902",0.17
"01W465zk903",0.18
"01W465zk904",0.19
"01W465zk905",0.2
"01W465zl900",0.14
"01W465zl901",0.15
"01W465zl902",0.17
"01W465zl903",0.18
"01W465zl904",0.19
"01W465zl905",0.2
"01W465zn000",0.14
"01W465zn001",0.15
"01W465zn002",0.17
"01W465zn003",0.18
"01W465zn004",0.19
"01W465zn005",0.2
"01W465zn100",0.14
"01W465zn101",0.15
"01W465zn102",0.17
"01W465zn103",0.18
"01W465zn104",0.19
"01W465zn105",0.2
"01W465zn200",0.14
"01W465zn201",0.15
"01W465zn202",0.17
"01W465zn203",0.18
"01W465zn204",0.19
